"ParentGroupId","GroupId","Group","Archetype","Status","VersionFirstReleased"
"LG55-6","LG50593-9","Glucose^10M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50594-7","Glucose^10M pre XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50295-1","Glucose^10th specimen post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50559-0","Glucose^11 AM specimen|Pt|Ser/Plas","","Active",""
"LG55-6","LG50560-8","Glucose^11.5H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50561-6","Glucose^11H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50595-4","Glucose^11th specimen post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50562-4","Glucose^12 AM specimen|Pt|Ser/Plas","","Active",""
"LG55-6","LG50563-2","Glucose^12 PM specimen|Pt|Ser/Plas","","Active",""
"LG55-6","LG50596-2","Glucose^12.5H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50296-9","Glucose^12H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50297-7","Glucose^12M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50597-0","Glucose^12th specimen post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50418-9","Glucose^13.5H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50298-5","Glucose^13H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50419-7","Glucose^13M pre XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50299-3","Glucose^14H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50420-5","Glucose^14M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50300-9","Glucose^15.5H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50301-7","Glucose^15M post 50 g lactose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50302-5","Glucose^15M post dose lactose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50598-8","Glucose^15M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50303-3","Glucose^15M pre XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50304-1","Glucose^16H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50564-0","Glucose^16M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50565-7","Glucose^17.5H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50305-8","Glucose^18.5H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50599-6","Glucose^18H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50306-6","Glucose^19.5H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50566-5","Glucose^19M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50651-5","Glucose^1D post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50307-4","Glucose^1H post 100 g glucose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50567-3","Glucose^1H post 50 g glucose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50652-3","Glucose^1H post 50 g lactose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50653-1","Glucose^1H post 75 g glucose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50568-1","Glucose^1H post dose glucose|Pt|Ser/Plas","","Active",""
"LG55-6","LG50654-9","Glucose^1H post dose insulin IV|Pt|Ser/Plas","","Active",""
"LG55-6","LG50600-2","Glucose^1H post dose lactose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50601-0","Glucose^1H post meal|Pt|Ser/Plas","","Active",""
"LG55-6","LG50308-2","Glucose^1H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50569-9","Glucose^1st specimen post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50570-7","Glucose^2.5H post 50 g lactose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50602-8","Glucose^2.5H post 75 g glucose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50655-6","Glucose^2.5H post dose glucose|Pt|Ser/Plas","","Active",""
"LG55-6","LG50656-4","Glucose^2.5H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50571-5","Glucose^20.5H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50572-3","Glucose^20H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50573-1","Glucose^20M post 50 g lactose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50884-2","Glucose^20M post dose glucagon|Pt|Ser/Plas","","Active",""
"LG55-6","LG50603-6","Glucose^20M post dose glucose|Pt|Ser/Plas","","Active",""
"LG55-6","LG50657-2","Glucose^20M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50658-0","Glucose^20M pre XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50659-8","Glucose^21.5H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50604-4","Glucose^22H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50580-6","Glucose^22M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50660-6","Glucose^23.5H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50581-4","Glucose^25H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50605-1","Glucose^25M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50582-2","Glucose^26H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50661-4","Glucose^27H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50662-2","Glucose^27M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50606-9","Glucose^28H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50607-7","Glucose^29H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50663-0","Glucose^2D post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50608-5","Glucose^2H dwell specimen|Pt|Dial fld prt","","Active",""
"LG55-6","LG50664-8","Glucose^2H post 100 g glucose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50665-5","Glucose^2H post 50 g lactose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50627-5","Glucose^2H post 75 g glucose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50309-0","Glucose^2H post dose glucose|Pt|Ser/Plas","","Active",""
"LG55-6","LG50310-8","Glucose^2H post dose lactose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50666-3","Glucose^2H post meal|Pt|Ser/Plas","","Active",""
"LG55-6","LG50667-1","Glucose^2H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50668-9","Glucose^2H specimen|Pt|Dial fld","","Active",""
"LG55-6","LG50583-0","Glucose^2M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50311-6","Glucose^2nd specimen post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50628-3","Glucose^3 PM specimen|Pt|Ser/Plas","","Active",""
"LG55-6","LG50584-8","Glucose^3.5H post dose glucose|Pt|Ser/Plas","","Active",""
"LG55-6","LG50312-4","Glucose^3.5H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50669-7","Glucose^30H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50313-2","Glucose^30M post 50 g lactose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50314-0","Glucose^30M post 75 g glucose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50585-5","Glucose^30M post dose glucose|Pt|Ser/Plas","","Active",""
"LG55-6","LG50315-7","Glucose^30M post dose insulin IV|Pt|Ser/Plas","","Active",""
"LG55-6","LG50316-5","Glucose^30M post dose lactose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50670-5","Glucose^30M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50629-1","Glucose^30M pre XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50630-9","Glucose^31H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50317-3","Glucose^36H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50671-3","Glucose^3H post 100 g glucose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50586-3","Glucose^3H post 75 g glucose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50672-1","Glucose^3H post dose glucose|Pt|Ser/Plas","","Active",""
"LG55-6","LG50587-1","Glucose^3H post dose lactose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50631-7","Glucose^3H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50673-9","Glucose^3M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50632-5","Glucose^3M pre XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50674-7","Glucose^3rd specimen post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50457-7","Glucose^4 PM specimen|Pt|Ser/Plas","","Active",""
"LG55-6","LG50633-3","Glucose^4.5H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50634-1","Glucose^40M post 50 g lactose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50635-8","Glucose^40M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50588-9","Glucose^45M post 50 g lactose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50675-4","Glucose^45M post dose glucose|Pt|Ser/Plas","","Active",""
"LG55-6","LG50676-2","Glucose^45M post dose insulin IV|Pt|Ser/Plas","","Active",""
"LG55-6","LG50589-7","Glucose^45M post dose lactose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50636-6","Glucose^45M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50458-5","Glucose^4H dwell specimen|Pt|Dial fld prt","","Active",""
"LG55-6","LG50637-4","Glucose^4H post 75 g glucose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50590-5","Glucose^4H post dose glucose|Pt|Ser/Plas","","Active",""
"LG55-6","LG50591-3","Glucose^4H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50677-0","Glucose^4H specimen|Pt|Dial fld","","Active",""
"LG55-6","LG50638-2","Glucose^4M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50678-8","Glucose^4th specimen post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50639-0","Glucose^5.5H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50459-3","Glucose^50M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50592-1","Glucose^5H post 75 g glucose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50640-8","Glucose^5H post dose glucose|Pt|Ser/Plas","","Active",""
"LG55-6","LG50615-0","Glucose^5H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50641-6","Glucose^5M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50642-4","Glucose^5M pre XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50616-8","Glucose^5th specimen post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50617-6","Glucose^6.5H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50643-2","Glucose^6H post dose glucose|Pt|Ser/Plas","","Active",""
"LG55-6","LG50460-1","Glucose^6H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50618-4","Glucose^6th specimen post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50619-2","Glucose^7.5H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50620-0","Glucose^70M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50644-0","Glucose^75M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50679-6","Glucose^7H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50461-9","Glucose^7th specimen post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50645-7","Glucose^8 AM specimen|Pt|Ser/Plas","","Active",""
"LG55-6","LG50621-8","Glucose^8 PM specimen|Pt|Ser/Plas","","Active",""
"LG55-6","LG50622-6","Glucose^8.5H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50646-5","Glucose^8H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50680-4","Glucose^8M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50462-7","Glucose^8th specimen post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50623-4","Glucose^9.5H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50624-2","Glucose^9H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50463-5","Glucose^9M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50681-2","Glucose^9th specimen post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50682-0","Glucose^baseline|Pt|Ser/Plas","","Active",""
"LG55-6","LG50684-6","Glucose^post CFst|Pt|BldC|Glucometer","","Active",""
"LG55-6","LG51446-9","Glucose^post CFst|Pt|BldV","","Active",""
"LG55-6","LG50685-3","Glucose^post CFst|Pt|Ser/Plas","","Active",""
"LG55-6","LG50683-8","Glucose^post CFst|Pt|Urine","","Active",""
"LG55-6","LG50625-9","Glucose^post meal|Pt|Ser/Plas","","Active",""
"LG55-6","LG50686-1","Glucose^post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50626-7","Glucose^pre 100 g glucose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50647-3","Glucose^pre 12H CFst|Pt|Ser/Plas","","Active",""
"LG55-6","LG50648-1","Glucose^pre 75 g glucose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50464-3","Glucose^pre dose insulin IV|Pt|Ser/Plas","","Active",""
"LG55-6","LG50649-9","Glucose^pre dose lactose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50687-9","Glucose^pre XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50650-7","Glucose^pre-meal|Pt|Ser/Plas","","Active",""
"LG55-6","LG49882-0","Glucose|24H|Urine|180.156 g/mole","","Active",""
"LG55-6","LG49883-8","Glucose|Pt|Bld|180.156 g/mole","","Active",""
"LG55-6","LG33465-2","Glucose|Pt|Bld|Test strip.automated|180.156 g/mole","","Active",""
"LG55-6","LG49899-4","Glucose|Pt|BldA|180.156 g/mole","","Active",""
"LG55-6","LG49900-0","Glucose|Pt|BldC|180.156 g/mole","","Active",""
"LG55-6","LG33190-6","Glucose|Pt|BldC|Glucometer|180.156 g/mole","","Active",""
"LG55-6","LG49898-6","Glucose|Pt|BldV|180.156 g/mole","","Active",""
"LG55-6","LG49890-3","Glucose|Pt|Body fld|180.156 g/mole","","Active",""
"LG55-6","LG49888-7","Glucose|Pt|CSF|180.156 g/mole","","Active",""
"LG55-6","LG49895-2","Glucose|Pt|Dial fld prt|180.156 g/mole","","Active",""
"LG55-6","LG49889-5","Glucose|Pt|Dial fld|180.156 g/mole","","Active",""
"LG55-6","LG49897-8","Glucose|Pt|Pericard fld|180.156 g/mole","","Active",""
"LG55-6","LG49892-9","Glucose|Pt|Periton fld|180.156 g/mole","","Active",""
"LG55-6","LG49891-1","Glucose|Pt|Plr fld|180.156 g/mole","","Active",""
"LG55-6","LG49880-4","Glucose|Pt|Ser/Plas/Bld|180.156 g/mole","","Active",""
"LG55-6","LG49881-2","Glucose|Pt|Ser/Plas|180.156 g/mole","","Active",""
"LG55-6","LG49902-6","Glucose|Pt|Stool|180.156 g/mole","","Active",""
"LG55-6","LG49893-7","Glucose|Pt|Synv fld|180.156 g/mole","","Active",""
"LG55-6","LG49894-5","Glucose|Pt|Urine|180.156 g/mole","","Active",""
"LG55-6","LG33611-1","Glucose|Pt|Urine|Test strip.automated|180.156 g/mole","","Active",""
"LG55-6","LG33250-8","Glucose|Pt|Urine|Test strip|180.156 g/mole","","Active",""
"LG55-6","LG49896-0","Glucose|Pt|Vitr fld|180.156 g/mole","","Active",""
"LG55-6","LG49901-8","Glucose|Pt|Water|180.156 g/mole","","Active",""
"LG55-6","LG49879-6","Glucose|XXX|Urine|180.156 g/mole","","Active",""
"LG55-6","LG46737-9","Glutamate decarboxylase 65 Ab|Pt|Ser","","Active",""
"LG55-6","LG49875-4","Glutamate|Pt|Amnio fld|147.1 g/mole","","Active",""
"LG55-6","LG49877-0","Glutamate|Pt|CSF|147.1 g/mole","","Active",""
"LG55-6","LG49876-2","Glutamate|Pt|Ser/Plas|147.1 g/mole","","Active",""
"LG55-6","LG49878-8","Glutamate|Pt|Urine|147.1 g/mole","","Active",""
"LG55-6","LG49903-4","Glutamine|Pt|Amnio fld|146.146 g/mole","","Active",""
"LG55-6","LG49904-2","Glutamine|Pt|CSF|146.146 g/mole","","Active",""
"LG55-6","LG49905-9","Glutamine|Pt|Ser/Plas|146.146 g/mole","","Active",""
"LG55-6","LG49906-7","Glutamine|Pt|Urine|146.146 g/mole","","Active",""
"LG55-6","LG48714-6","Glutarate|Pt|Ser/Plas","","Active",""
"LG55-6","LG44606-8","Glutarylcarnitine (C5-DC)|Pt|Ser/Plas","","Active",""
"LG55-6","LG50844-6","Glutathione|Pt|Bld|307.321 g/mole","","Active",""
"LG55-6","LG44609-2","Glutathione|Pt|Ser/Plas|307.321 g/mole","","Active",""
"LG55-6","LG44612-6","Glutethimide|Pt|Gast fld","","Active",""
"LG55-6","LG44832-0","Glutethimide|Pt|Ser/Plas","","Active",""
"LG55-6","LG44613-4","Glutethimide|Pt|Urine","","Active",""
"LG55-6","LG44834-6","Glyburide|Pt|Ser/Plas","","Active",""
"LG55-6","LG46744-5","Glycerol|Pt|Body fld|92.094 g/mole","","Active",""
"LG55-6","LG46743-7","Glycerol|Pt|Ser/Plas|92.094 g/mole","","Active",""
"LG55-6","LG49907-5","Glycine|Pt|Amnio fld|75.067 g/mole","","Active",""
"LG55-6","LG49908-3","Glycine|Pt|CSF|75.067 g/mole","","Active",""
"LG55-6","LG49909-1","Glycine|Pt|Ser/Plas|75.067 g/mole","","Active",""
"LG55-6","LG49910-9","Glycine|Pt|Urine|75.067 g/mole","","Active",""
"LG55-6","LG43866-9","Glycolate|Pt|Body fld","","Active",""
"LG55-6","LG43863-6","Glycolate|Pt|Ser/Plas","","Active",""
"LG55-6","LG43864-4","Glycolate|Pt|Urine","","Active",""
"LG55-6","LG44845-2","Gold|24H|Urine","","Active",""
"LG55-6","LG44840-3","Gold|Pt|Ser/Plas","","Active",""
"LG55-6","LG44842-9","Gold|Pt|Urine","","Active",""
"LG55-6","LG43930-3","Gonadotropin releasing hormone|Pt|Ser/Plas","","Active",""
"LG55-6","LG43934-5","Haloperidol|Pt|Ser/Plas","","Active",""
"LG55-6","LG44861-9","Haptoglobin|Pt|Ser/Plas","","Active",""
"LG55-6","LG44951-8","Hemoglobin.free|Pt|Plas","","Active",""
"LG55-6","LG44893-2","Hemoglobin.free|Pt|Ser","","Active",""
"LG55-6","LG44868-4","Hemoglobin|Pt|Bld","","Active",""
"LG55-6","LG44874-2","Hemoglobin|Pt|BldA","","Active",""
"LG55-6","LG50949-3","Hemoglobin|Pt|BldV","","Active",""
"LG55-6","LG48732-8","Hemopexin|Pt|Ser","","Active",""
"LG55-6","LG48740-1","Heptacarboxylporphyrin|24H|Urine","","Active",""
"LG55-6","LG48737-7","Heptacarboxylporphyrin|Pt|Ser/Plas","","Active",""
"LG55-6","LG48741-9","Heptacarboxylporphyrin|Pt|Urine","","Active",""
"LG55-6","LG44971-6","Hexacarboxylporphyrin|24H|Urine","","Active",""
"LG55-6","LG44970-8","Hexacarboxylporphyrin|Pt|RBC","","Active",""
"LG55-6","LG44969-0","Hexacarboxylporphyrin|Pt|Ser/Plas","","Active",""
"LG55-6","LG44979-9","Hexane|Pt|Bld","","Active",""
"LG55-6","LG43961-8","Hexanoylcarnitine (C6)|Pt|Ser/Plas","","Active",""
"LG55-6","LG46829-4","Histamine|Pt|Bld|111.148 g/mole","","Active",""
"LG55-6","LG46831-0","Histamine|Pt|Ser/Plas|111.148 g/mole","","Active",""
"LG55-6","LG46830-2","Histamine|Pt|Urine|111.148 g/mole","","Active",""
"LG55-6","LG50032-8","Histidine|Pt|Amnio fld|155.157 g/mole","","Active",""
"LG55-6","LG50031-0","Histidine|Pt|Ser/Plas|155.157 g/mole","","Active",""
"LG55-6","LG50030-2","Histidine|Pt|Urine|155.157 g/mole","","Active",""
"LG55-6","LG46840-1","Homocarnosine|Pt|CSF|240.263 g/mole","","Active",""
"LG55-6","LG43964-2","Homocitrulline|Pt|Urine|189.215 g/mole","","Active",""
"LG55-6","LG48762-5","Homocysteine|Pt|Ser/Plas","","Active",""
"LG55-6","LG48761-7","Homocysteine|Pt|Urine","","Active",""
"LG55-6","LG48768-2","Homocystine|Pt|Amnio fld|268.346 g/mole","","Active",""
"LG55-6","LG48767-4","Homocystine|Pt|CSF|268.346 g/mole","","Active",""
"LG55-6","LG48763-3","Homocystine|Pt|Ser/Plas|268.346 g/mole","","Active",""
"LG55-6","LG48764-1","Homocystine|Pt|Urine|268.346 g/mole","","Active",""
"LG55-6","LG44996-3","Homovanillate|24H|Urine|182.175 g/mole","","Active",""
"LG55-6","LG44994-8","Homovanillate|Pt|CSF|182.175 g/mole","","Active",""
"LG55-6","LG44995-5","Homovanillate|Pt|Ser|182.175 g/mole","","Active",""
"LG55-6","LG44997-1","Homovanillate|Pt|Urine|182.175 g/mole","","Active",""
"LG55-6","LG43970-9","Human antihuman Ab|Pt|Plas","","Active",""
"LG55-6","LG51042-6","Human epididymis protein 4|Pt|Ser/Plas","","Active",""
"LG55-6","LG46891-4","Hydrochlorothiazide|Pt|Ser/Plas","","Active",""
"LG55-6","LG44057-4","Hydrogen sulfide|Pt|Bld","","Active",""
"LG55-6","LG45094-6","Hydroxocobalamin|Pt|Body fld","","Active",""
"LG55-6","LG45093-8","Hydroxocobalamin|Pt|Ser/Plas","","Active",""
"LG55-6","LG45095-3","Hydroxocobalamin|Pt|Urine","","Active",""
"LG55-6","LG44058-2","Hydroxyalprazolam|Pt|Urine|Confirm","","Active",""
"LG55-6","LG48796-3","Hydroxybupropion|Pt|Ser/Plas","","Active",""
"LG55-6","LG46897-1","Hydroxychloroquine|Pt|Ser/Plas","","Active",""
"LG55-6","LG46900-3","Hydroxylysine|Pt|Amnio fld|162.189 g/mole","","Active",""
"LG55-6","LG46901-1","Hydroxylysine|Pt|CSF|162.189 g/mole","","Active",""
"LG55-6","LG46902-9","Hydroxylysine|Pt|Ser/Plas|162.189 g/mole","","Active",""
"LG55-6","LG46903-7","Hydroxylysine|Pt|Urine|162.189 g/mole","","Active",""
"LG55-6","LG48805-2","Hydroxyproline.free|Pt|Ser/Plas","","Active",""
"LG55-6","LG48804-5","Hydroxyproline.free|Pt|Urine","","Active",""
"LG55-6","LG45108-4","Hydroxyproline|24H|Urine|131.131 g/mole","","Active",""
"LG55-6","LG45106-8","Hydroxyproline|Pt|Amnio fld|131.131 g/mole","","Active",""
"LG55-6","LG45107-6","Hydroxyproline|Pt|CSF|131.131 g/mole","","Active",""
"LG55-6","LG45104-3","Hydroxyproline|Pt|Ser/Plas|131.131 g/mole","","Active",""
"LG55-6","LG45105-0","Hydroxyproline|Pt|Urine|131.131 g/mole","","Active",""
"LG55-6","LG44075-6","Hydroxytriazolam|Pt|Urine|Confirm","","Active",""
"LG55-6","LG48806-0","Hydroxyzine|Pt|Ser/Plas","","Active",""
"LG55-6","LG48808-6","Hydroxyzine|Pt|Urine","","Active",""
"LG55-6","LG44080-6","Ibuprofen|Pt|Ser/Plas","","Active",""
"LG55-6","LG44082-2","Ibuprofen|Pt|Urine","","Active",""
"LG55-6","LG46917-7","IgA|Pt|Ser/Plas","","Active",""
"LG55-6","LG46927-6","IgE|Pt|Ser","","Active",""
"LG55-6","LG45121-7","IgG|Pt|CSF","","Active",""
"LG55-6","LG45120-9","IgG|Pt|Ser/Plas","","Active",""
"LG55-6","LG45122-5","IgG|Pt|Urine","","Active",""
"LG55-6","LG48822-7","IgM|Pt|Ser/Plas","","Active",""
"LG55-6","LG44212-5","Imipramine|Pt|Gast fld","","Active",""
"LG55-6","LG44215-8","Imipramine|Pt|Ser/Plas","","Active",""
"LG55-6","LG44211-7","Imipramine|Pt|Urine","","Active",""
"LG55-6","LG44213-3","Imipramine|Pt|XXX","","Active",""
"LG55-6","LG46935-9","Imipramine+Desipramine|Pt|Ser/Plas","","Active",""
"LG55-6","LG45140-7","Indomethacin|Pt|Ser/Plas","","Active",""
"LG55-6","LG44229-9","Insulin Ab|Pt|Ser","","Active",""
"LG55-6","LG47056-3","Insulin.free|Pt|Ser/Plas","","Active",""
"LG55-6","LG50423-9","Insulin^10M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50220-9","Insulin^15M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50210-0","Insulin^1H post 75 g glucose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50211-8","Insulin^20M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50424-7","Insulin^2H post 75 g glucose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50425-4","Insulin^2M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50221-7","Insulin^2nd specimen post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50222-5","Insulin^3H post 75 g glucose PO|Pt|Ser/Plas","","Active",""
"LG55-6","LG50426-2","Insulin^3rd specimen post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50223-3","Insulin^45M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50427-0","Insulin^4M post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50428-8","Insulin^4th specimen post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50429-6","Insulin^5th specimen post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50224-1","Insulin^7.5H post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50226-6","Insulin^7th specimen post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50227-4","Insulin^8th specimen post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50225-8","Insulin^9th specimen post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG50450-2","Insulin^baseline|Pt|Ser/Plas","","Active",""
"LG55-6","LG45209-0","Insulin|Pt|Ser/Plas","","Active",""
"LG55-6","LG47058-9","Insulin-like growth factor binding protein 3|Pt|Ser/Plas","","Active",""
"LG55-6","LG50228-2","Insulin-like growth factor^1st specimen post XXX challenge|Pt|Ser/Plas","","Active",""
"LG55-6","LG48857-3","Insulin-like growth factor-I|Pt|Ser/Plas","","Active",""
"LG55-6","LG47065-4","Interleukin 2 receptor.soluble|Pt|Ser/Plas","","Active",""
"LG55-6","LG47074-6","Iodine|24H|Urine|253.809 g/mole","","Active",""
"LG55-6","LG47073-8","Iodine|Pt|Ser/Plas|253.809 g/mole","","Active",""
"LG55-6","LG47071-2","Iodine|Pt|Urine|253.809 g/mole","","Active",""
"LG55-6","LG48876-3","Iron binding capacity.unsaturated|Pt|Ser/Plas","","Active",""
"LG55-6","LG48875-5","Iron binding capacity|Pt|Ser/Plas","","Active",""
