"Category","GroupId","Archetype","LoincNumber","LongCommonName"
"Mass-Molar conversion","LG51324-8","","17253-6","Mercury [Mass/volume] in Milk"
"Mass-Molar conversion","LG51324-8","","99379-0","Mercury [Moles/volume] in Milk"
"Mass-Molar conversion","LG51325-5","","17255-1","Mercury [Mass/volume] in Dialysis fluid"
"Mass-Molar conversion","LG51325-5","","99381-6","Mercury [Moles/volume] in Dialysis fluid"
"Mass-Molar conversion","LG51326-3","","9693-3","Mercury [Mass/volume] in Cerebral spinal fluid"
"Mass-Molar conversion","LG51326-3","","99380-8","Mercury [Moles/volume] in Cerebral spinal fluid"
"Mass-Molar conversion","LG51327-1","","99390-7","Progesterone [Moles/volume] in Ovarian aspirate"
"Mass-Molar conversion","LG51327-1","","99391-5","Progesterone [Mass/volume] in Ovarian aspirate"
"Mass-Molar conversion","LG51328-9","","9470-6","Copper [Mass/volume] in Water"
"Mass-Molar conversion","LG51328-9","","99383-2","Copper [Moles/volume] in Water"
"Mass-Molar conversion","LG51329-7","","13903-0","Vasopressin [Mass/volume] in Urine"
"Mass-Molar conversion","LG51329-7","","99378-2","Vasopressin [Moles/volume] in Urine"
"Mass-Molar conversion","LG51387-5","","100426-6","Squalene [Mass/volume] in Serum or Plasma"
"Mass-Molar conversion","LG51387-5","","79326-5","Squalene [Moles/volume] in Serum or Plasma"
"Mass-Molar conversion","LG51388-3","","100427-4","Stigmasterol [Mass/volume] in Serum or Plasma"
"Mass-Molar conversion","LG51388-3","","74886-3","Stigmasterol [Moles/volume] in Serum or Plasma"
"Mass-Molar conversion","LG51389-1","","100424-1","8(9)-Cholestenol [Mass/volume] in Serum or Plasma"
"Mass-Molar conversion","LG51389-1","","76022-3","8(9)-Cholestenol [Moles/volume] in Serum or Plasma"
"Mass-Molar conversion","LG51403-0","","100804-4","Vasopressin [Moles/volume] in Plasma --1st specimen post XXX challenge"
"Mass-Molar conversion","LG51403-0","","47198-7","Vasopressin [Mass/volume] in Plasma --1st specimen post XXX challenge"
"Mass-Molar conversion","LG51404-8","","100793-9","Testosterone [Mass/volume] in Body fluid"
"Mass-Molar conversion","LG51404-8","","59240-2","Testosterone [Moles/volume] in Body fluid"
"Mass-Molar conversion","LG51405-5","","16666-0","Corticotropin [Mass/volume] in Plasma --9th specimen post XXX challenge"
"Mass-Molar conversion","LG51405-5","","58687-5","Corticotropin [Moles/volume] in Plasma --9th specimen post XXX challenge"
"Mass-Molar conversion","LG51406-3","","100805-1","Vasopressin [Moles/volume] in Plasma --2nd specimen post XXX challenge"
"Mass-Molar conversion","LG51406-3","","12982-5","Vasopressin [Mass/volume] in Plasma --2nd specimen post XXX challenge"
"Mass-Molar conversion","LG51423-8","","101174-1","17-Hydroxyprogesterone [Mass/volume] in Saliva (oral fluid)"
"Mass-Molar conversion","LG51423-8","","72490-6","17-Hydroxyprogesterone [Moles/volume] in Saliva (oral fluid)"
"Mass-Molar conversion","LG51424-6","","101173-3","Melatonin [Moles/volume] in Saliva (oral fluid)"
"Mass-Molar conversion","LG51424-6","","78992-5","Melatonin [Mass/volume] in Saliva (oral fluid)"
"Mass-Molar conversion","LG51432-9","","101252-5","Urea [Mass/volume] in Dialysis fluid"
"Mass-Molar conversion","LG51432-9","","45302-7","Urea [Moles/volume] in Dialysis fluid"
"Mass-Molar conversion","LG51433-7","","101312-7","17-Hydroxyprogesterone [Mass/volume] in Serum or Plasma --1 hour post dose corticotropin"
"Mass-Molar conversion","LG51433-7","","55470-9","17-Hydroxyprogesterone [Moles/volume] in Serum or Plasma --1 hour post dose corticotropin"
"Mass-Molar conversion","LG51434-5","","101311-9","17-Hydroxyprogesterone [Mass/volume] in Serum or Plasma --30 minutes post dose corticotropin"
"Mass-Molar conversion","LG51434-5","","55469-1","17-Hydroxyprogesterone [Moles/volume] in Serum or Plasma --30 minutes post dose corticotropin"
"Mass-Molar conversion","LG51438-6","","101446-3","Creatine kinase.MB [Moles/volume] in Serum or Plasma by Immunoassay"
"Mass-Molar conversion","LG51438-6","","83092-7","Creatine kinase.MB [Mass/volume] in Serum or Plasma by Immunoassay"
"Mass-Molar conversion","LG51446-9","","101476-0","Fasting glucose [Moles/volume] in Venous blood"
"Mass-Molar conversion","LG51446-9","","1557-8","Fasting glucose [Mass/volume] in Venous blood"
"Obstetrics","LG50068-2","","11727-5","Fetal Body weight estimated by US"
"Obstetrics","LG50068-2","","11728-3","Fetal Body weight estimated from Abdominal circumference on US"
"Obstetrics","LG50068-2","","11729-1","Fetal Body weight estimated from Abdominal circumference and Biparietal diameter on US"
"Obstetrics","LG50068-2","","11730-9","Fetal Body weight estimated from Abdominal circumference and Biparietal diameter and Femur length on US"
"Obstetrics","LG50068-2","","11731-7","Fetal Body weight estimated from Abdominal circumference and Biparietal diameter and Femur length and Head circumference on US"
"Obstetrics","LG50068-2","","11732-5","Fetal Body weight estimated from Abdominal circumference and Biparietal diameter and Femur length and Head circumference on US by Hadlock 1985 method"
"Obstetrics","LG50068-2","","11733-3","Fetal Body weight estimated from Abdominal circumference and Biparietal diameter and Femur length and Head circumference on US by Roberts 1985 method"
"Obstetrics","LG50068-2","","11734-1","Fetal Body weight estimated from Abdominal circumference and Biparietal diameter and Femur length on US by Hadlock 1984 method"
"Obstetrics","LG50068-2","","11735-8","Fetal Body weight estimated from Abdominal circumference and Biparietal diameter and Femur length on US by Hadlock 1985 method"
"Obstetrics","LG50068-2","","11736-6","Fetal Body weight estimated from Abdominal circumference and Biparietal diameter and Femur length on US by Woo 1985 method"
"Obstetrics","LG50068-2","","11737-4","Fetal Body weight estimated from Abdominal circumference and Biparietal diameter on US by Eik-Nes 1982 method"
"Obstetrics","LG50068-2","","11738-2","Fetal Body weight estimated from Abdominal circumference and Biparietal diameter on US by Hadlock 1984 method"
"Obstetrics","LG50068-2","","11739-0","Fetal Body weight estimated from Abdominal circumference and Biparietal diameter on US by Shepard 1982 method"
"Obstetrics","LG50068-2","","11740-8","Fetal Body weight estimated from Abdominal circumference and Biparietal diameter on US by Thurnau 1983 method"
"Obstetrics","LG50068-2","","11741-6","Fetal Body weight estimated from Abdominal circumference and Biparietal diameter on US by Warsof 1977 method"
"Obstetrics","LG50068-2","","11742-4","Fetal Body weight estimated from Abdominal circumference and Biparietal diameter on US by Weinberger 1984 method"
"Obstetrics","LG50068-2","","11743-2","Fetal Body weight estimated from Abdominal circumference and Femur length on US"
"Obstetrics","LG50068-2","","11744-0","Fetal Body weight estimated from Abdominal circumference and Femur length and Head circumference on US"
"Obstetrics","LG50068-2","","11745-7","Fetal Body weight estimated from Abdominal circumference and Femur length and Head circumference on US by Hadlock 1984 method"
"Obstetrics","LG50068-2","","11746-5","Fetal Body weight estimated from Abdominal circumference and Femur length and Head circumference on US by Hadlock 1985 method"
"Obstetrics","LG50068-2","","11747-3","Fetal Body weight estimated from Abdominal circumference and Femur length and Head circumference on US by Ott 1986 method"
"Obstetrics","LG50068-2","","11748-1","Fetal Body weight estimated from Abdominal circumference and Femur length and Head circumference on US by Vintzileos 1987 method"
"Obstetrics","LG50068-2","","11749-9","Fetal Body weight estimated from Abdominal circumference and Femur length and Head circumference on US by Weiner 1985 method"
"Obstetrics","LG50068-2","","11750-7","Fetal Body weight estimated from Abdominal circumference and Femur length on US by Hadlock 1984 method"
"Obstetrics","LG50068-2","","11751-5","Fetal Body weight estimated from Abdominal circumference and Femur length on US by Hadlock 1985 method"
"Obstetrics","LG50068-2","","11752-3","Fetal Body weight estimated from Abdominal circumference and Femur length on US by Woo 1985 method"
"Obstetrics","LG50068-2","","11753-1","Fetal Body weight estimated from Abdominal circumference and Head circumference on US"
"Obstetrics","LG50068-2","","11754-9","Fetal Body weight estimated from Abdominal circumference and Head circumference on US by Hadlock 1984 method"
"Obstetrics","LG50068-2","","11755-6","Fetal Body weight estimated from Abdominal circumference and Head circumference on US by Jordaan 1983 method"
"Obstetrics","LG50068-2","","11756-4","Fetal Body weight estimated from Abdominal circumference on US by Campbell 1975 method"
"Obstetrics","LG50068-2","","11757-2","Fetal Body weight estimated from Abdominal circumference on US by Vintzileos 1987 method"
"Obstetrics","LG50068-2","","11758-0","Fetal Body weight estimated from Abdominal circumference on US by Warsof 1977 method"
"Obstetrics","LG50068-2","","11759-8","Fetal Body weight estimated from Abdominal diameter and Biparietal diameter on US"
"Obstetrics","LG50068-2","","11760-6","Fetal Body weight estimated from Abdominal diameter and Biparietal diameter and Femur length on US"
"Obstetrics","LG50068-2","","11761-4","Fetal Body weight estimated from Abdominal diameter and Biparietal diameter and Femur length on US by Rose 1987 method"
"Obstetrics","LG50068-2","","11762-2","Fetal Body weight estimated from Abdominal diameter and Biparietal diameter on US by Rose 1987 method"
"Obstetrics","LG50068-2","","11763-0","Fetal Body weight estimated from Abdominal diameter and Biparietal diameter on US by Vintzileos 1987 method"
"Obstetrics","LG50068-2","","11764-8","Fetal Body weight estimated from Abdominal diameter and Femur length on US"
"Obstetrics","LG50068-2","","11765-5","Fetal Body weight estimated from Abdominal diameter and Femur length on US by Rose 1987 method"
"Obstetrics","LG50068-2","","33139-7","Fetal Body weight estimated from Biparietal diameter and Transverse thoracic diameter on US by Hansmann 1986 method"
"Obstetrics","LG50068-2","","33140-5","Fetal Body weight estimated from Biparietal diameter and Fetal trunk area and Femur length on US by Osaka 1990 method"
"Obstetrics","LG50068-2","","33141-3","Fetal weight estimated by method of Shinozuka formula 1 1996 (US)"
"Obstetrics","LG50068-2","","33142-1","Fetal weight estimated by method of Shinozuka formula 2 1996 (US)"
"Obstetrics","LG50068-2","","33143-9","Fetal weight estimated by method of Shinozuka formula 3 1996 (US)"
"Obstetrics","LG50068-2","","33144-7","Fetal Body weight estimated on US by Tokyo 1987 method"
"Obstetrics","LG50068-2","","33162-9","Fetal Body weight US+Estimated from Hadlock 1991"
"Obstetrics","LG50068-2","","33163-7","Fetal weight estimated from gestational age by method of Hansmann 1986 (US)"
"Obstetrics","LG50068-2","","57067-1","Fetal Body weight Estimated by palpation"
"Obstetrics","LG50068-2","","89087-1","Fetal Body weight Estimated"
"Obstetrics","LG50112-8","","11884-4","Gestational age Estimated"
"Obstetrics","LG50112-8","","11885-1","Gestational age Estimated from last menstrual period"
"Obstetrics","LG50112-8","","11886-9","Gestational age Estimated from ovulation date"
"Obstetrics","LG50112-8","","11887-7","Gestational age Estimated from selected delivery date"
"Obstetrics","LG50112-8","","11888-5","Gestational age US composite estimate"
"Obstetrics","LG50112-8","","11889-3","Gestational age estimated from Abdominal circumference on US"
"Obstetrics","LG50112-8","","11890-1","Gestational age estimated from Abdominal circumference on US by Campbell 1975 method"
"Obstetrics","LG50112-8","","11891-9","Gestational age estimated from Abdominal circumference on US by Hadlock 1982 method"
"Obstetrics","LG50112-8","","11892-7","Gestational age estimated from Abdominal circumference on US by Hadlock 1984 method"
"Obstetrics","LG50112-8","","11893-5","Gestational age estimated from Abdominal circumference on US by Jeanty 1984 method"
"Obstetrics","LG50112-8","","11894-3","Gestational age estimated from area corrected Biparietal circumference (US)"
"Obstetrics","LG50112-8","","11895-0","Gestational age estimated from Binocular distance on US"
"Obstetrics","LG50112-8","","11896-8","Gestational age estimated from Binocular distance on US by Jeanty 1984 method"
"Obstetrics","LG50112-8","","11897-6","Gestational age estimated from Biparietal circumference (US)"
"Obstetrics","LG50112-8","","11898-4","Gestational age estimated from Biparietal diameter on US"
"Obstetrics","LG50112-8","","11899-2","Gestational age estimated from Biparietal diameter on US by Campbell 1975 method"
"Obstetrics","LG50112-8","","11900-8","Gestational age estimated from Biparietal diameter on US by Doubilet 1993 method"
"Obstetrics","LG50112-8","","11901-6","Gestational age estimated from Biparietal diameter on US by Hadlock 1982 method"
"Obstetrics","LG50112-8","","11902-4","Gestational age estimated from Biparietal diameter on US by Hadlock 1984 method"
"Obstetrics","LG50112-8","","11903-2","Gestational age estimated from Biparietal diameter on US by Hansmann 1985 method"
"Obstetrics","LG50112-8","","11904-0","Gestational age estimated from Biparietal diameter on US by Hobbins 1983 method"
"Obstetrics","LG50112-8","","11905-7","Gestational age estimated from Biparietal diameter on US by Jeanty 1984 method"
"Obstetrics","LG50112-8","","11906-5","Gestational age estimated from Biparietal diameter on US by Kurtz 1980 method"
"Obstetrics","LG50112-8","","11907-3","Gestational age estimated from Biparietal diameter on US by Sabbagha 1978 method"
"Obstetrics","LG50112-8","","11908-1","Gestational age estimated from Cerebellar diameter by method of Goldstein 1987 (US)"
"Obstetrics","LG50112-8","","11909-9","Gestational age estimated from Crown rump length on US"
"Obstetrics","LG50112-8","","11910-7","Gestational age estimated from Crown rump length on US by Hadlock 1992 method"
"Obstetrics","LG50112-8","","11911-5","Gestational age estimated from Crown rump length on US by Hansmann 1985 method"
"Obstetrics","LG50112-8","","11912-3","Gestational age estimated from Crown rump length on US by Jeanty 1984 method"
"Obstetrics","LG50112-8","","11913-1","Gestational age estimated from Crown rump length on US by Nelson 1981 method"
"Obstetrics","LG50112-8","","11914-9","Gestational age estimated from Crown rump length on US by Robinson 1975 method"
"Obstetrics","LG50112-8","","11915-6","Gestational age estimated from Crown rump length on US by Yeh 1988 method"
"Obstetrics","LG50112-8","","11916-4","Gestational age estimated from Fibula length (US)"
"Obstetrics","LG50112-8","","11917-2","Gestational age estimated from Fibula length by method of Jeanty 1984 (US)"
"Obstetrics","LG50112-8","","11918-0","Gestational age estimated from Fibula length by method of Merz 1987 (US)"
"Obstetrics","LG50112-8","","11919-8","Gestational age estimated from Femur length on US"
"Obstetrics","LG50112-8","","11920-6","Gestational age estimated from Femur length on US by Hadlock 1984 method"
"Obstetrics","LG50112-8","","11921-4","Gestational age estimated from Femur length on US by Hansmann 1985 method"
"Obstetrics","LG50112-8","","11922-2","Gestational age estimated from Femur length on US by Hohler 1982 method"
"Obstetrics","LG50112-8","","11923-0","Gestational age estimated from Femur length on US by Jeanty 1984 method"
"Obstetrics","LG50112-8","","11924-8","Gestational age estimated from Femur length on US by Merz 1987 method"
"Obstetrics","LG50112-8","","11925-5","Gestational age estimated from Femur length on US by Obrien 1982 method"
"Obstetrics","LG50112-8","","11926-3","Gestational age estimated from Foot length on US by Mercer 1987 method"
"Obstetrics","LG50112-8","","11927-1","Gestational age estimated from Gestational sac diameter on US"
"Obstetrics","LG50112-8","","11928-9","Gestational age estimated from Gestational sac diameter on US by Hellman 1969 method"
"Obstetrics","LG50112-8","","11929-7","Gestational age estimated from Gestational sac diameter on US by Rempen 1991 method"
"Obstetrics","LG50112-8","","11930-5","Gestational age estimated from Head circumference on US"
"Obstetrics","LG50112-8","","11931-3","Gestational age estimated from Head circumference on US by Hadlock 1982 method"
"Obstetrics","LG50112-8","","11932-1","Gestational age estimated from Head circumference on US by Hadlock 1984 method"
"Obstetrics","LG50112-8","","11933-9","Gestational age estimated from Head circumference on US by Hoffbauer 1979 method"
"Obstetrics","LG50112-8","","11934-7","Gestational age estimated from Head circumference on US by Jeanty 1984 method"
"Obstetrics","LG50112-8","","11935-4","Gestational age estimated from Humerus length on US"
"Obstetrics","LG50112-8","","11936-2","Gestational age estimated from Humerus length on US by Jeanty 1984 method"
"Obstetrics","LG50112-8","","11937-0","Gestational age estimated from Humerus length on US by Merz 1987 method"
"Obstetrics","LG50112-8","","11938-8","Gestational age estimated from Radius length (US)"
"Obstetrics","LG50112-8","","11939-6","Gestational age estimated from Radius length by method of Merz 1987 (US)"
"Obstetrics","LG50112-8","","11940-4","Gestational age estimated from Tibia length on US"
"Obstetrics","LG50112-8","","11941-2","Gestational age estimated from Tibia length on US by Jeanty 1984 method"
"Obstetrics","LG50112-8","","11942-0","Gestational age estimated from Tibia length on US by Merz 1987 method"
"Obstetrics","LG50112-8","","11943-8","Gestational age estimated from Ulna length (US)"
"Obstetrics","LG50112-8","","11944-6","Gestational age estimated from Ulna length by method of Jeanty 1984 (US)"
"Obstetrics","LG50112-8","","11945-3","Gestational age estimated from Ulna length by method of Merz 1987 (US)"
"Obstetrics","LG50112-8","","18185-9","Gestational age"
"Obstetrics","LG50112-8","","33072-0","Gestational age estimated from Abdominal circumference on US by Australian Society of Ultrasound Medicine 2000 method"
"Obstetrics","LG50112-8","","33073-8","Gestational age estimated from Abdominal circumference on US by Hansmann 1985 method"
"Obstetrics","LG50112-8","","33074-6","Gestational age estimated from Abdominal circumference on US by Lessoway 1998 method"
"Obstetrics","LG50112-8","","33075-3","Gestational age estimated from Abdominal circumference on US by Merz 1988 method"
"Obstetrics","LG50112-8","","33076-1","Gestational age estimated from Abdominal circumference on US by Shinozuka 1996 method"
"Obstetrics","LG50112-8","","33077-9","Gestational age estimated from Anterior-posterior diameter of the abdomen by method of Lessoway 1998 (US)"
"Obstetrics","LG50112-8","","33078-7","Gestational age estimated from AXT by method of Shinozuka 1996 (US)"
"Obstetrics","LG50112-8","","33079-5","Gestational age estimated from Biparietal diameter on US by Australian Society of Ultrasound Medicine 1989 method"
"Obstetrics","LG50112-8","","33080-3","Gestational age estimated from Biparietal diameter on US by Lessoway 1998 method"
"Obstetrics","LG50112-8","","33081-1","Gestational age estimated from Biparietal diameter on US by Merz 1988 method"
"Obstetrics","LG50112-8","","33082-9","Gestational age estimated from Biparietal diameter on US by Osaka 1989 method"
"Obstetrics","LG50112-8","","33083-7","Gestational age estimated from Biparietal diameter on US by Rempen 1991 method"
"Obstetrics","LG50112-8","","33084-5","Gestational age estimated from Biparietal diameter on US by Shinozuka 1996 method"
"Obstetrics","LG50112-8","","33085-2","Gestational age estimated from Biparietal diameter on US by Tokyo 1986 method"
"Obstetrics","LG50112-8","","33086-0","Gestational age estimated from Outer-Inner Biparietal diameter on US by Chitty 1997 method"
"Obstetrics","LG50112-8","","33087-8","Gestational age estimated from Outer-Outer Biparietal diameter on US by Chitty 1997 method"
"Obstetrics","LG50112-8","","33088-6","Gestational age estimated from clavicle length by method of Yarkoni 1985 (US)"
"Obstetrics","LG50112-8","","33089-4","Gestational age estimated from Crown rump length on US by Australian Society of Ultrasound Medicine 1991 method"
"Obstetrics","LG50112-8","","33090-2","Gestational age estimated from Crown rump length on US by Australian Society of Ultrasound Medicine 2000 method"
"Obstetrics","LG50112-8","","33091-0","Gestational age estimated from Crown rump length on US by Daya 1993 method"
"Obstetrics","LG50112-8","","33092-8","Gestational age estimated from Crown rump length on US by Jeanty 1982 method"
"Obstetrics","LG50112-8","","33093-6","Gestational age estimated from Crown rump length on US by Osaka 1989 method"
"Obstetrics","LG50112-8","","33094-4","Gestational age estimated from Crown rump length on US by Rempen 1991 method"
"Obstetrics","LG50112-8","","33095-1","Gestational age estimated from Crown rump length on US by Shinozuka 1996 method"
"Obstetrics","LG50112-8","","33096-9","Gestational age estimated from Crown rump length on US by Tokyo 1986 method"
"Obstetrics","LG50112-8","","33097-7","Gestational age estimated from Fibula length by method of Jeanty 1983 (US)"
"Obstetrics","LG50112-8","","33098-5","Gestational age estimated from Femur length on US by Chitty 1997 method"
"Obstetrics","LG50112-8","","33099-3","Gestational age estimated from Femur length on US by Jeanty 1982 method"
"Obstetrics","LG50112-8","","33100-9","Gestational age estimated from Femur length on US by Lessoway 1998 method"
"Obstetrics","LG50112-8","","33101-7","Gestational age estimated from Femur length on US by Osaka 1989 method"
"Obstetrics","LG50112-8","","33102-5","Gestational age estimated from Femur length on US by Shinozuka 1996 method"
"Obstetrics","LG50112-8","","33103-3","Gestational age estimated from Femur length on US by Tokyo 1986 method"
"Obstetrics","LG50112-8","","33104-1","Gestational age estimated from Gestational sac diameter on US by Daya 1991 method"
"Obstetrics","LG50112-8","","33105-8","Gestational age estimated from Gestational sac length on US by Hansmann 1979 method"
"Obstetrics","LG50112-8","","33106-6","Gestational age estimated from Gestational sac diameter on US by Hansmann 1982 method"
"Obstetrics","LG50112-8","","33107-4","Gestational age estimated from Gestational sac length on US by Nyberg 1992 method"
"Obstetrics","LG50112-8","","33108-2","Gestational age estimated from Gestational sac diameter on US by Tokyo 1986 method"
"Obstetrics","LG50112-8","","33109-0","Gestational age estimated from Head circumference on US by Australian Society of Ultrasound Medicine 2000 method"
"Obstetrics","LG50112-8","","33110-8","Gestational age estimated from Head circumference measured on US by Chitty 1997 method"
"Obstetrics","LG50112-8","","33111-6","Gestational age estimated from Head circumference derived on US by Chitty 1997 method"
"Obstetrics","LG50112-8","","33112-4","Gestational age estimated from Head circumference on US by Hansmann 1985 method"
"Obstetrics","LG50112-8","","33113-2","Gestational age estimated from Head circumference on US by Jeanty 1982 method"
"Obstetrics","LG50112-8","","33114-0","Gestational age estimated from Head circumference on US by Lessoway 1998 method"
"Obstetrics","LG50112-8","","33115-7","Gestational age estimated from Head circumference on US by Merz 1988 method"
"Obstetrics","LG50112-8","","33116-5","Gestational age estimated from Humerus length on US by Australian Society of Ultrasound Medicine 2000 method"
"Obstetrics","LG50112-8","","33117-3","Gestational age estimated from Humerus length on US by Osaka 1989 method"
"Obstetrics","LG50112-8","","33118-1","Gestational age estimated from length of vertebra by method of Tokyo 1986 (US)"
"Obstetrics","LG50112-8","","33119-9","Gestational age estimated from Occipital-frontal diameter on US by Australian Society of Ultrasound Medicine 2000 method"
"Obstetrics","LG50112-8","","33120-7","Gestational age estimated from Occipital-frontal diameter on US by Hansmann 1986 method"
"Obstetrics","LG50112-8","","33121-5","Gestational age estimated from Occipital-frontal diameter on US by Lessoway 1998 method"
"Obstetrics","LG50112-8","","33122-3","Gestational age estimated from Inter ocular distance on US by Mayden 1982 method"
"Obstetrics","LG50112-8","","33123-1","Gestational age estimated from Inter ocular distance on US by Trout 1994 method"
"Obstetrics","LG50112-8","","33124-9","Gestational age estimated from Outer orbital distance on US by Mayden 1982 method"
"Obstetrics","LG50112-8","","33125-6","Gestational age estimated from Outer orbital distance on US by Trout 1994 method"
"Obstetrics","LG50112-8","","33126-4","Gestational age estimated from Radius length by method of Jeanty 1983 (US)"
"Obstetrics","LG50112-8","","33127-2","Gestational age estimated from Spine length by method of Tokyo 1989 (US)"
"Obstetrics","LG50112-8","","33128-0","Gestational age estimated from Transverse abdominal diameter on US by Eriksen 1985 method"
"Obstetrics","LG50112-8","","33129-8","Gestational age estimated from Transverse abdominal diameter on US by Hansmann 1979 method"
"Obstetrics","LG50112-8","","33130-6","Gestational age estimated from Transverse abdominal diameter on US by Tokyo 1986 method"
"Obstetrics","LG50112-8","","33131-4","Gestational age estimated from Thoracic circumference on US by Chitkara 1987 method"
"Obstetrics","LG50112-8","","33132-2","Gestational age estimated from Transverse cerebral diameter on US by Chitty 1994 method"
"Obstetrics","LG50112-8","","33133-0","Gestational age estimated from Transverse cerebral diameter on US by Goldstein 1987 method"
"Obstetrics","LG50112-8","","33134-8","Gestational age estimated from Transverse cerebral diameter on US by Hill 1990 method"
"Obstetrics","LG50112-8","","33135-5","Gestational age estimated from Thoracic circumference on US by Nimrod 1986 method"
"Obstetrics","LG50112-8","","33136-3","Gestational age estimated from Transverse abdominal diameter on US by Hansmann 1985 method"
"Obstetrics","LG50112-8","","33137-1","Gestational age estimated from Transverse abdominal diameter on US by Lessoway 1998 method"
"Obstetrics","LG50112-8","","33138-9","Gestational age estimated from Fetal trunk area by method of Osaka 1989 (US)"
"Obstetrics","LG50112-8","","33537-2","Gestational age estimated from Abdominal circumference on US by Jeanty 1982 method"
"Obstetrics","LG50112-8","","33538-0","Gestational age estimated from Biparietal diameter on US by Hansmann 1986 method"
"Obstetrics","LG50112-8","","33539-8","Gestational age estimated from Biparietal diameter on US by Jeanty 1982 method"
"Obstetrics","LG50112-8","","33540-6","Gestational age estimated from Crown rump length on US by Hansmann 1986 method"
"Obstetrics","LG50112-8","","33541-4","Gestational age estimated from Femur length on US by Hansmann 1986 method"
"Obstetrics","LG50112-8","","33542-2","Gestational age Estimated from FL.Merz 1988"
"Obstetrics","LG50112-8","","33543-0","Gestational age estimated from Head circumference on US by Hansmann 1986 method"
"Obstetrics","LG50112-8","","33544-8","Gestational age estimated from Occipital-frontal diameter on US by Hansmann 1985 method"
"Obstetrics","LG50112-8","","33545-5","Gestational age estimated from Binocular distance on US by Jeanty 1982 method"
"Obstetrics","LG50112-8","","33901-0","Gestational age of fetus by Amniocentesis"
"Obstetrics","LG50112-8","","49051-6","Gestational age in weeks"
"Obstetrics","LG50112-8","","49052-4","Gestational age in days"
"Obstetrics","LG50112-8","","53691-2","Gestational age Estimated from patient reported estimated date of conception"
"Obstetrics","LG50112-8","","53693-8","Gestational age Estimated from conception date"
"Obstetrics","LG50112-8","","53695-3","Gestational age Estimated from prior assessment"
"Obstetrics","LG50112-8","","56081-3","Fetal gestational age in weeks --at most recent delivery"
"Obstetrics","LG50112-8","","85719-3","Gestational age in weeks--at cessation of pregnancy"
"Obstetrics","LG50112-8","","90367-4","Gestational age Estimated from physical exam"
"Obstetrics","LG50113-6","","57714-8","Obstetric estimation of gestational age"
"Obstetrics","LG50113-6","","76516-4","Gestational age--at birth"
"Obstetrics","LG50113-6","","81270-1","Gestational age in weeks--at onset of illness"
"Obstetrics","LG50114-4","","11778-8","Delivery date Estimated"
"Obstetrics","LG50114-4","","11779-6","Delivery date Estimated from last menstrual period"
"Obstetrics","LG50114-4","","11780-4","Delivery date Estimated from ovulation date"
"Obstetrics","LG50114-4","","11781-2","Delivery date US composite estimate"
"Obstetrics","LG50114-4","","53692-0","Delivery date Estimated from conception date"
"Obstetrics","LG50114-4","","53694-6","Delivery date Estimated from prior gestational age assessment"
"Obstetrics","LG50114-4","","57063-0","Delivery date Estimated from quickening date"
"Obstetrics","LG50114-4","","57064-8","Delivery date Estimated from date fundal height reaches umb"
"Obstetrics","LG50114-4","","90368-2","Delivery date Estimated from physical exam"
"Obstetrics","LG50141-7","","2106-3","Choriogonadotropin (pregnancy test) [Presence] in Urine"
"Obstetrics","LG50141-7","","2110-5","Choriogonadotropin.beta subunit (pregnancy test) [Presence] in Serum or Plasma"
"Obstetrics","LG50141-7","","2112-1","Choriogonadotropin.beta subunit (pregnancy test) [Presence] in Urine"
"Obstetrics","LG50141-7","","2118-8","Choriogonadotropin (pregnancy test) [Presence] in Serum or Plasma"
"Obstetrics","LG50141-7","","80384-1","Choriogonadotropin (pregnancy test) [Presence] in Urine by Rapid immunoassay"
"Obstetrics","LG50141-7","","80385-8","Choriogonadotropin (pregnancy test) [Presence] in Serum by Rapid immunoassay"
"Radiology","LG37758-6","24861-7","24861-7","XR Patella 2 Views"
"Radiology","LG37758-6","24861-7","26397-0","XR Patella - bilateral 2 Views"
"Radiology","LG37758-6","24861-7","26398-8","XR Patella - left 2 Views"
"Radiology","LG37758-6","24861-7","26399-6","XR Patella - right 2 Views"
"Radiology","LG37759-4","","24881-5","US Popliteal space"
"Radiology","LG37759-4","","26262-6","US Popliteal space - bilateral"
"Radiology","LG37759-4","","26263-4","US Popliteal space - left"
"Radiology","LG37759-4","","26264-2","US Popliteal space - right"
"Radiology","LG37761-0","","24890-6","DXA Radius and Ulna [Mass/Area] Bone density"
"Radiology","LG37761-0","","38265-5","DXA Radius and Ulna [T-score] Bone density"
"Radiology","LG37761-0","","80932-7","DXA Radius and Ulna [Z-score] Bone density"
"Radiology","LG37761-0","","80935-0","DXA Radius and Ulna - right [Z-score] Bone density"
"Radiology","LG37761-0","","80936-8","DXA Radius and Ulna - left [Z-score] Bone density"
"Radiology","LG37761-0","","80943-4","DXA Radius and Ulna - right [T-score] Bone density"
"Radiology","LG37761-0","","80944-2","DXA Radius and Ulna - left [T-score] Bone density"
"Radiology","LG37761-0","","80951-7","DXA Radius and Ulna - right [Mass/Area] Bone density"
"Radiology","LG37761-0","","80952-5","DXA Radius and Ulna - left [Mass/Area] Bone density"
"Radiology","LG37762-8","24891-4","24891-4","XR Radius and Ulna Views"
"Radiology","LG37762-8","24891-4","26146-1","XR Radius and Ulna - bilateral Views"
"Radiology","LG37762-8","24891-4","26148-7","XR Radius and Ulna - left Views"
