"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"5126-8","Цитомегаловірус Антитіла. IgМ","Довільна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","Імуноаналіз","Мікробіологія","ЦМВ IgМ СирПлаз ІА-ДовКонц","Цитомегаловірус Антитіла IgМ [Одиниці/об'єм] в Сироватці або Плазмі методом Імуноаналізу","","ЦМВ IgМ ІА Кількісно"
"5127-6","Цитомегаловірус Антитіла. IgМ","Титр","МоментЧасу","Сироватка/Плазма","Кількісно","Імунофлуоресценція","Мікробіологія","ЦМВ IgМ Титр СирПлаз ІФ","Цитомегаловірус Антитіла IgМ [Титр] в Сироватці або Плазмі методом Імунофлюоресценції","","ЦМВ IgМ ІФ [Титр]"
"51656-7","Вірус Гепатиту С Антитіла Сигнал/Порогове значення","Відносна довільна концентрація","МоментЧасу","Рідини Тіла","Кількісно","","Мікробіологія","ВГС Ат сигн/сutoff РідТіл","Вірус Гепатиту С Антитіла, Сигнал/Порогове значення в Рідинах тіла","","ВГС Антитіла (anti-HСV) сигн/порог.знач. (Рідини тіла) [Відносні одиниці/об'єм]"
"48159-8","Вірус Гепатиту С Антитіла Сигнал/Порогове значення","Відносна довільна концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","Імуноаналіз","Мікробіологія","ВГС Ат сигн/сutoff СирПл ІА","Вірус Гепатиту С Антитіла, Сигнал/Порогове значення в Сироватці або Плазмі методом Імуноаналізу","","ВГС Антитіла (anti-HСV) сигн/порог.знач. ІА [Відносні одиниці/об'єм]"
"48345-3","ВІЛ 1+О+2 Антитіла","Наявність або Поріг","МоментЧасу","Сироватка/Плазма","Порядково","","Мікробіологія","ВІЛ 1+О+2 Ат СирПл Якісн","ВІЛ 1+О+2 Антитіла [Наявність] в Сироватці або Плазмі","","ВІЛ 1+О+2 Антитіла Якісно"
"48346-1","ВІЛ 1+О+2 Антитіла","Довільна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Мікробіологія","ВІЛ 1+О+2 Ат СирПл-ДовКонц","ВІЛ 1+О+2 Антитіла [Одиниці/об'єм] в Сироватці або Плазмі","","ВІЛ 1+О+2 Антитіла Кількісно"
"48560-7","Вірус папіломи людини генотип","Наявність або Ідентифікація","МоментЧасу","ХХХ","Категорійно","Зонд-детекція. цільова аміпліфікація НК","Мікробіологія","ВПЛ Генотип Зразк АНК+зонд","Вірус папіломи людини генотип [Ідентифікація] в Зразку методом Ампліфікації НК та детекцією з використанням зонду","","ВПЛ генотип Ампліфікація НК+зонд (Зразок)"
"49058-1","Коагуляція викликана поверхневою активацією","Час","МоментЧасу","Кров з апарату Тривалої Замісної Ниркової Терапії","Кількісно","Коагулометрія","Коагулометрія","АЧТЧ Крв Тривала ЗНТ","Активований частковий тромбопластиновий час в Крові, зібрана з контуру апарату Тривалої Замісної Ниркової Терапії Коагулометрія","","АЧТЧ Коаг (КрвТривала ЗНТ) [Час]"
"49121-7","Включення Еритроцитів","Наявність або Ідентифікація","МоментЧасу","Кров","Категорійно","","Гематологія/Підрахунок клітин","Включ Еритр Крв","Включення Еритроцитів [Ідентифікація] в Крові","","Включення Еритроцитів Категорійно (Крв)"
"5000-5","Цитомегаловірус ДНК","Наявність або Поріг","МоментЧасу","ХХХ","Порядково","Зонд-детекція. цільова аміпліфікація НК","Мікробіологія","ЦМВ ДНК Зразк Якісн АНК+зонд","Цитомегаловірус ДНК [Наявність] в Зразку методом Ампліфікації НК та детекцією з використанням зондів","","ЦМВ ДНК Ампліфікація НК+зонд Якісно (Зразок)"
"50387-0","Chlamydia trachomatis рРНК","Наявність або Поріг","МоментЧасу","Шийка матки","Порядково","Зонд-детекція. цільова аміпліфікація НК","Мікробіологія","C.trach рРНК Црвкс Якісн АНК+зонд","Chlamydia trachomatis рРНК [Наявність] у зразку з Шийки матки методом Ампліфікації НК та детекцією з використанням зондів","","C. trachomatis рРНК Ампліфікація НК+зонд Якісно (Шийка матки)"
"22702-5","Кетони","Молярна Концентрація","МоментЧасу","Сеча","Кількісно","Тест-смужка","Аналіз Сечі","Кетони Сеч Смуж-МолКонц","Кетони [Молі/об'єм] в сечі Тест-смужкою","","Кетони Тест-смужка (Сеча) [Молі/об'єм]"
"22753-8","Залізозв'язуюча здібність.ненасичена","Молярна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","НЗЗС СирПл-МолКонц","Ненасичена залізозв'язуюча здібність [Молі/об'єм] в сироватці чи плазмі","","Ненасичена залізозв'язуюча здібність [Молі/об'єм]"
"23301-5","Mycoplasma sp ДНК","Наявність або Поріг","МоментЧасу","ХХХ","Порядково","Зонд-детекція. цільова аміпліфікація НК","Мікробіологія","Mycoplasma ДНК Зразок Якісн АНК+зонд","Mycoplasma sp ДНК [Наявність] в зразку методом Ампліфікації НК та детекцією з використанням зонду","","Mycoplasma sp ДНК АНК+зонд Якісн (Зразок)"
"2349-9","Глюкоза","Наявність або Поріг","МоментЧасу","Сеча","Порядково","","Хімія","Глюкоза Сеч Якісн","Глюкоза [Наявність] в сечі","","Глюкоза Якісн (Сеч)"
"24108-3","Раковий антиген 19-9","Довільна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Раковий антиген 19-9 СирПл-ДовКонц","Раковий антиген 19-9 [Одиниці/об'єм] в сироватці чи плазмі","","Раковий антиген 19-9 Кільк"
"24115-8","Епштейн-Барр вірус, Антитіла до капсидного антигену. IgM","Наявність або Поріг","МоментЧасу","Сироватка","Порядково","Імуноаналіз","Мікробіологія","ЕБВ VCA IgM Сиров Якісн ІА","Епштейн-Барр вірус, Антитіла IgМ до капсидного антигену [Наявність] в Сироватці методом Імуноаналізу","","ЕБВ, IgМ до капсидного Аг (VCA IgМ) ІА Якісно (Сироватка)"
"2428-1","Гомоцистеїн","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Гомоцистеїн СирПл-МасКонц","Гомоцистеїн [Маса/об'єм] в сироватці чи плазмі","","Гомоцистеїн [Маса/об'єм]"
"24467-3","Клітини.CD3+CD4+","Чисельна Концентрація","МоментЧасу","Кров","Кількісно","","Клітинні Маркери","CD3+CD4+ Клітини # Крв","CD3+CD4+ (Т4 хелпери) клітини [кількість/об'єм] в Крові","","CD3+CD4+ (Т4 хелпери) клітини (Крв) [кількість/об'єм]"
"25145-4","Бактерії","Наявність або Поріг","МоментЧасу","Осад Сечі","Порядково","Мікроскопія. світлова","Аналіз Сечі","Бактерії СечОсд Якісн Мікро","Бактерії [Наявність] в осаді Сечі методом Світлової Мікроскопії","","Бактерії СМ Якісно (осад Сечі)"
"50388-8","Neisseria gonorrhoeae рРНК","Наявність або Поріг","МоментЧасу","Шийка матки","Порядково","Зонд-детекція. цільова аміпліфікація НК","Мікробіологія","N gonorrhoea рРНК Шийка матки Якісн АНК+зонд","Neisseria gonorrhoeae рРНК [Наявність] в Шийці матки методом Ампліфікації НК та детекцією з використанням зонду","","N. gonorrhoea рРНК АНК+зонд Якісн (Шийка матки)"
"50758-2","Вірус простого герпесу 1, Антитіла.IgM","Титр","МоментЧасу","Сироватка","Кількісно","Імунофлуоресценція","Мікробіологія","ВПГ1 IgM Титр Сир ІФ","Вірус простого герпесу 1 Антитіла IgM [Титр] в сироватці методом імунофлюоресценції","","ВПГ 1 IgM ІФ (Сир) [Титр]"
"5159-9","Епштейн-Барр вірус, Антитіла до капсидного антигену. IgМ","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","Імуноаналіз","Мікробіологія","ЕБВ VCA IgМ Сиров ІА-ДовКонц","Епштейн-Барр вірус, Антитіла IgМ до капсидного антигену [Одиниці/об'єм] в Сироватці методом Імуноаналізу","","ЕБВ, IgМ до капсидного Аг (VCA IgМ) ІА Кількісно (Сироватка)"
"5170-6","Гліадин, Антитіла.IgG","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","","Серологія","Гліадин IgG Сир-ДовКонц","Гліадин, Антитіла IgG [Одиниці/об'єм] в сироватці","","Гліадин IgG Кільк (Сиров)"
"5187-0","Вірус Гепатиту В Антитіла до ядерного антигену","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","Імуноаналіз","Мікробіологія","ВГВ Анти-HBcor Сиров ІА-ДовКонц","Вірус Гепатиту В, Антитіла до ядерного антигену [Одиниці/об'єм] в Сироватці методом Імуноаналізу","","ВГВ, Ат до ядерного антигену (anti-HBcor) ІА Кількісно (Сиров)"
"5196-1","Вірус Гепатиту В поверхневий Антиген","Наявність або Поріг","МоментЧасу","Сироватка/Плазма","Порядково","Імуноаналіз","Мікробіологія","ВГВ HBsAg СирПл Якісн ІА","Вірус Гепатиту В поверхневий Антиген [Наявність] в Сироватці або Плазмі методом Імуноаналізу","","ВГВ поверхневий Антиген (HBsAg) ІА Якісно"
"5206-8","Вірус простого герпесу 1, Антитіла.IgG","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","Імуноаналіз","Мікробіологія","ВПГ1 IgG Сир ІА-ДовКонц","Вірус простого герпесу 1 Антитіла IgG [Одиниці/об'єм] в сироватці методом імуноаналізу","","ВПГ1 IgG ІА Кільк (Сир)"
"5209-2","Вірус простого герпесу 2, Антитіла.IgG","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","Імуноаналіз","Мікробіологія","ВПГ2 IgG Сир ІА-ДовКонц","Вірус простого герпесу 2 Антитіла IgG [Одиниці/об'єм] в сироватці чи плазмі методом імуноаналізу","","ВПГ 2 IgG ІА Кільк (Сир)"
"25148-8","Кристали оксалату кальцію","Кількість на поле","МоментЧасу","Осад Сечі","Кількісно","Мікроскопія. мале збільшення поля зору (100х)","Аналіз Сечі","Са Окс Кр #/поле СечОсд 400х","Кристали оксалату кальцію [кількість/поле] в осаді Сечі Мікроскопія при великому збільшенні поля зору (400х)","","Кристали оксалату кальцію СМ. велике збільшення 400х (осад Сечі) [#/поле]"
"25149-6","Кристали фосфату кальцію","Кількість на поле","МоментЧасу","Осад Сечі","Кількісно","Мікроскопія. мале збільшення поля зору (100х)","Аналіз Сечі","Са Фосф Кр #/поле СечОсд 400х","Кристали фосфату кальцію [кількість/поле] в осаді Сечі Мікроскопія при великому збільшенні поля зору (400х)","","Кристали фосфату кальцію СМ. велике збільшення 400х (осад Сечі) [#/поле]"
"2524-7","Лактат","Молярна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Лактат СирПл-МолКонц","Лактат [Молі/об'єм] в сироватці чи плазмі","","Лактат [Молі/об'єм]"
"2532-0","Лактатдегідрогеназа","Каталітична Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","ЛДГ СирПл-КатКонц","Лактатдегідрогеназа [Ферментативна активність/об'єм] в сироватці чи плазмі","","ЛДГ [Ферментативна активність/об'єм]"
"25418-5","Вірус паротиту, Антитіла.IgG","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","Імуноаналіз","Мікробіологія","Паротит IgG ІА-ДовКонц","Вірус паротиту, Антитіла IgG [Одиниці/об'єм] в сироватці методом Імуноаналізу","","Паротит IgG ІА Кільк (Сиров)"
"25435-9","Вірус простого герпесу, Антитіла.IgM","Наявність або Поріг","МоментЧасу","Сироватка","Порядково","","Мікробіологія","ВПГ IgМ Сир Якісн","Вірус простого герпесу Антитіла IgМ [Наявність] в Сироватці","","ВПГ IgМ Якісн (Сироватка)"
"2601-3","Магній","Молярна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Магній СирПл-МолКонц","Магній [Молі/об'єм] в сироватці чи плазмі","","Магній [Молі/об'єм]"
"26052-1","Епітелій. нирковий","Кількість на поле","МоментЧасу","Осад Сечі","Кількісно","Мікроскопія. мале збільшення поля зору (100х)","Аналіз Сечі","Епіт. нирковий #/поле СечОсд 400х","Епітелій. нирковий [кількість/поле] в осаді Сечі Мікроскопія при великому збільшенні поля зору (400х)","","Епітелій. нирковий СМ. велике збільшення 400х (осад Сечі) [#/поле]"
"5076-5","Карідоліпін Антитіла. IgA","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","Імуноаналіз","Коагулометрія","Карідоліпін IgA Сиров ІА-ДовКонц","Карідоліпін Антитіла IgA [Одиниці/об'єм] в Сироватці методом Імуноаналізу","","Карідоліпін IgA ІА Кількісно (Сиров)"
"5124-3","Цитомегаловірус Антитіла. IgG","Довільна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","Імуноаналіз","Мікробіологія","ЦМВ IgG СирПлаз ІА-ДовКонц","Цитомегаловірус Антитіла IgG [Одиниці/об'єм] в Сироватці або Плазмі методом Імуноаналізу","","ЦМВ IgG ІА Кількісно"
"5157-3","Епштейн-Барр вірус, Антитіла до капсидного антигену. IgG","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","Імуноаналіз","Мікробіологія","ЕБВ VCA IgG Сиров ІА-ДовКонц","Епштейн-Барр вірус, Антитіла IgG до капсидного антигену [Одиниці/об'єм] в Сироватці методом Імуноаналізу","","ЕБВ, IgG до капсидного Аг (VCA IgG) ІА Кількісно (Сироватка)"
"51597-3","Глюкоза^1 год після прийому 75 г глюкози перорально","Молярна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Челендж-Тести","Глюкоза 1год п 75г Гл ПО СирПл-МолКонц","Глюкоза [Молі/об'єм] в Сироватці або Плазмі --1 година після прийому 75 г глюкози перорально","","Глюкоза 1 год після 75 г глюкози перорально [Молі/об'єм]"
"5177-1","Helicobacter pylori, Антитіла.IgM","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","Імуноаналіз","Мікробіологія","H pylori IgM Сиров ІА-ДовКонц","Helicobacter pylori, Антитіла IgM [Одиниці/об'єм] в сироватці методом Імуноаналізу","","H. pylori IgM ІА Кільк (Сиров)"
"5181-3","Вірус Гепатиту A Антитіла. IgM","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","Імуноаналіз","Мікробіологія","ВГA IgM Сиров ІА-ДовКонц","Вірус Гепатиту A Антитіла IgM [Одиниці/об'єм] в Сироватці методом Імуноаналізу","","ВГA IgM (HAV IgM) ІА Кількісно (Сиров)"
"5191-2","Вірус Гепатиту В ""е"" Антиген","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","Імуноаналіз","Мікробіологія","ВГВ HBeAg Сиров ІА-ДовКонц","Вірус Гепатиту В ""е"" Антиген [Одиниці/об'єм] в Сироватці методом Імуноаналізу","","ВГВ ""е"" Антиген (HBeAg) ІА Кількісно (Сиров)"
"5195-3","Вірус Гепатиту В поверхневий Антиген","Наявність або Поріг","МоментЧасу","Сироватка","Порядково","","Мікробіологія","ВГВ HBsAg Сиров Якісн","Вірус Гепатиту В поверхневий Антиген [Наявність] в Сироватці","","ВГВ поверхневий Антиген (HBsAg) Якісно (Сиров)"
"5176-3","Helicobacter pylori, Антитіла.IgG","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","Імуноаналіз","Мікробіологія","H pylori IgG Сиров ІА-ДовКонц","Helicobacter pylori, Антитіла IgG [Одиниці/об'єм] в сироватці методом Імуноаналізу","","H. pylori IgG ІА Кільк (Сиров)"
"5185-4","Вірус Гепатиту В Антитіла до ядерного антигену. IgM","Довільна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","Імуноаналіз","Мікробіологія","ВГВ Анти-HBcor IgM СирПл ІА-ДовКонц","Вірус Гепатиту В, Антитіла IgM до ядерного антигену [Одиниці/об'єм] в Сироватці або Плазмі методом Імуноаналізу","","ВГВ, IgM до ядерного антигену (anti-HBcor-IgM) ІА Кількісно"
"5193-8","Вірус Гепатиту В Антитіла до поверхевого антигену","Довільна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","Імуноаналіз","Мікробіологія","ВГВ Анти-HBs СирПл ІА-ДовКонц","Вірус Гепатиту В, Антитіла до поверхевого антигену [Одиниці/об'єм] в Сироватці або Плазмі методом Імуноаналізу","","ВГВ, Ат до поверхневого антигену (anti-HBs) ІА Кількісно"
"5194-6","Вірус Гепатиту В Антитіла до поверхевого антигену","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","Радіоімунний аналіз","Мікробіологія","ВГВ Анти-HBs Сиров РІА-ДовКонц","Вірус Гепатиту В, Антитіла до поверхевого антигену [Одиниці/об'єм] в Сироватці методом Радіоімуноаналізу","","ВГВ, Ат до поверхневого антигену (anti-HBs) РІА Кількісно (Сиров)"
"5244-9","Вірус Кору, Антитіла.IgG","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","Імуноаналіз","Мікробіологія","Кір IgG Сир ІА-ДовКонц","Вірус Кору, Антитіла IgG [Одиниці/об'єм] в сироватці методом імуноаналізу","","Кір IgG ІА Кільк (Сир)"
"5247-2","Мітохондрія, Антитіла","Титр","МоментЧасу","Сироватка","Кількісно","Імунофлуоресценція","Серологія","Мітохондрія Ат Титр Сиров ІФ","Мітохондрія, Антитіла [Титр] в сироватці методом Імунофлюоресценції","","Мітохондрія Ат ІФ (Сиров) [Титр]"
"532-2","Mycobacterium sp ідентифікований","Наявність або Ідентифікація","МоментЧасу","Аспірат","Категорійно","Організм-специфічне культивування","Мікробіологія","Mycobacterium Аспірат Культ","Mycobacterium sp ідентифікований в Аспіраті методом організм-специфічного культивування","","Mycobacterium sp ідентифікований Організм-специфічне культивування Категорійно (Аспірат)"
"5255-5","Mycoplasma pneumoniae, Антитіла.IgG","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","Імуноаналіз","Мікробіологія","M pneumo IgG Сиров ІА-ДовКонц","Mycoplasma pneumoniae, Антитіла IgG [Одиниці/об'єм] в сироватці методом Імуноаналізу","","M. pneumoniae IgG ІА Кільк (Сиров)"
"5274-6","Парвовірус В19, Антитіла.IgM","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","Імуноаналіз","Мікробіологія","B19V IgМ Сиров ІА-ДовКонц","Парвовірус В19 Антитіла IgМ [Одиниці/об'єм] в сироватці методом імуноаналізу","","Парвовірус В19 IgМ ІА Кільк (Сиров)"
"53553-4","Розрахунковий середній рівень глюкози","Молярна Концентрація","МоментЧасу","Кров","Кількісно","Розрахунок за глікозильованим гемоглобіном","Хімія","Розрах сер рів глюк Крв глікHb","Cередній рівень глюкози [Молі/об'єм] в Крові розрахунок за глікозильованим гемоглобіном","","Cередній рівень глюкози розрахунок за глікозильованим гемоглобіном (Крв) [Молі/об'єм]"
"5381-9","Тиреоглобулін, Антитіла","Титр","МоментЧасу","Сироватка","Кількісно","Латекс аглютинація","Серологія","ТГ Ат Титр Сир ЛА","Тиреоглобулін Антитіла [Титр] в сироватці методом латекс-аглютинації","","Тиреоглобулін Ат ЛА (Сир) [Титр]"
"5390-0","Toxoplasma gondii, Антитіла.IgM","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","Імуноаналіз","Мікробіологія","T gondii IgМ Сиров ІА-ДовКонц","Toxoplasma gondii Антитіла IgМ [Одиниці/об'єм] в сироватці методом імуноаналізу","","T. gondii IgM IA Кільк (Сиров)"
"53927-0","Neisseria gonorrhoeae рРНК","Наявність або Поріг","МоментЧасу","Уретра","Порядково","Зонд-детекція. цільова аміпліфікація НК","Мікробіологія","N gonorrhoea рРНК Уретра Якісн АНК+зонд","Neisseria gonorrhoeae рРНК [Наявність] в Уретрі методом Ампліфікації НК та детекцією з використанням зонду","","N. gonorrhoea рРНК АНК+зонд Якісн (Уретра)"
"550-4","Bordetella pertussis Антиген","Наявність або Поріг","МоментЧасу","ХХХ","Порядково","Імунофлуоресценція","Мікробіологія","B pert Аг Зразок Якісн ІФ","Bordetella pertussis Антиген [Наявність] в Зразку методом Імунофлюоресценції","","B. pertussis Aг IФ Якісно (Зразок)"
"56490-6","Гемоглобін. шлунково-кишкового тракту.нижніх відділів^2й зразок","Наявність або Поріг","МоментЧасу","Кал","Порядково","Імуноаналіз","Хімія","Гем приховкров Зраз2 Кал Якісн ІА","Гемоглобін. шлунково-кишкового тракту.нижніх відділів [Наявність] в Калі Імунологічним методом --2й зразок","","Гемоглобін з нижніх відділів ШКТ Зразок 2 ІА Якісно (Кал)"
"5234-0","Jo-1 екстрагований ядерний, Антитіла","Наявність або Поріг","МоментЧасу","Сироватка","Порядково","Імуноаналіз","Серологія","ENA Jo1 Ат Сиров Якісн ІА","Jo-1 екстрагований ядерний, Антитіла [Наявність] в сироватці методом імуноаналізу","","Jo-1 екстрагований ядерний Ат ІА Якісн (Сиров)"
"53257-2","Mycobacterium tuberculosis ДНК","Чисельна Концентрація","МоментЧасу","ХХХ","Кількісно","Зонд-детекція. цільова аміпліфікація НК","Мікробіологія","M tb ДНК # Зразок АНК+зонд","Mycobacterium tuberculosis ДНК [кількість/об'єм] в Зразку методом Ампліфікації НК та детекцією з використанням зонду","","M. tuberculosis ДНК АНК+зонд (Зразок) [#/об'єм]"
"533-0","Mycobacterium sp ідентифікований","Наявність або Ідентифікація","МоментЧасу","Кров","Категорійно","Організм-специфічне культивування","Мікробіологія","Mycobacterium Крв Культ","Mycobacterium sp ідентифікований в Крові методом організм-специфічного культивування","","Mycobacterium sp ідентифікований Організм-специфічне культивування Категорійно (Крв)"
"5334-8","Rubella virus, Антитіла.IgG","Довільна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","Імуноаналіз","Мікробіологія","RUBV IgG СирПл ІА-ДовКонц","Rubella virus Антитіла IgG [Одиниці/об'єм] в сироватці чи плазмі методом імуноаналізу","","Rubella virus IgG ІА Кільк"
"5335-5","Rubella virus, Антитіла.IgM","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","Імуноаналіз","Мікробіологія","RUBV IgM Сиров ІА-ДовКонц","Rubella virus Антитіла IgМ [Одиниці/об'єм] в сироватці методом імуноаналізу","","Rubella virus IgМ ІА Кільк (Сиров)"
"5393-4","Treponema pallidum, Антитіла","Наявність або Поріг","МоментЧасу","Сироватка","Порядково","Імунофлуоресценція","Мікробіологія","T pallidum Ат Сиров Якісн ІФ","Treponema pallidum Антитіла [Наявність] в сироватці методом імунофлюоресценції","","T. pallidum Антитіла ІФ Якісн (Сиров)"
"55593-8","Креатинін","Молярна Концентрація","ХХХ","Сеча","Кількісно","","Хімія","Креатинін ?Час Сеч-МолКонц","Креатинін [Молі/об'єм] в сечі, зібраної за невизначений час","","Креатинін невизн час (Сеч) [Молі/об'єм]"
"56598-6","Епштейн-Барр вірус, Антитіла до раннього антигену, IgM","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","Імуноаналіз","Мікробіологія","ЕБВ EA IgM Сиров ІА-ДовКонц","Епштейн-Барр вірус, Антитіла IgМ до раннього антигену [Одиниці/об'єм] в сироватці методом Імуноаналізу","","ЕБВ Ат до раннього Аг ІА Кільк (Сиров)"
"5348-8","SCL-70 екстраговані нуклеарні, Антитіла","Наявність або Поріг","МоментЧасу","Сироватка","Порядково","Імуноаналіз","Серологія","ЕНА Scl70 Ат Сир Якісн ІА","SCL-70 екстраговані нуклеарні антитіла [Наявність] в сироватці методом імуноаналізу","","SCL-70 екстраговані нуклеарні Ат ІА Якісн (Сир)"
"53925-4","Chlamydia trachomatis рРНК","Наявність або Поріг","МоментЧасу","Уретра","Порядково","Зонд-детекція. цільова аміпліфікація НК","Мікробіологія","C.trach рРНК Уртр Якісн АНК+зонд","Chlamydia trachomatis рРНК [Наявність] у зразку з Уретри методом Ампліфікації НК та детекцією з використанням зондів","","C. trachomatis рРНК Ампліфікація НК+зонд Якісно (Уретра)"
"5403-1","Вірус Varicella zoster, Антитіла.IgG","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","Імуноаналіз","Мікробіологія","VZV IgG Сиров ІА-ДовКонц","Вірус Varicella zoster Антитіла IgG [Одиниці/об'єм] в сироватці методом імуноаналізу","","VZV IgG ІА Кільк (Сиров)"
"5404-9","Вірус Varicella zoster, Антитіла.IgM","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","Імуноаналіз","Мікробіологія","VZV IgM Сиров ІА-ДовКонц","Вірус Varicella zoster Антитіла IgM [Одиниці/об'єм] в сироватці методом імуноаналізу","","VZV IgM ІА Кільк (Сиров)"
"54218-3","Клітини.CD3+CD4+/Клітини.CD3+CD8+","Чисельне Співвідношення","МоментЧасу","Кров","Кількісно","","Клітинні Маркери","CD3+CD4+ Клітини/CD3+CD8+ Клітини Крв","CD3+CD4+ (Т4 хелпери) клітини/CD3+CD8+ (Т8 супресори) клітини [кількісне Співвідношення] в Крові","","CD3+CD8+CD3+CD4+ (Т4 хелпери) клітини/CD3+CD8+ (Т8 супресори) клітини (Крв) [кількісне Співвідношення]"
"56491-4","Гемоглобін. шлунково-кишкового тракту.нижніх відділів^3й зразок","Наявність або Поріг","МоментЧасу","Кал","Порядково","Імуноаналіз","Хімія","Гем приховкров Зраз3 Кал Якісн ІА","Гемоглобін. шлунково-кишкового тракту.нижніх відділів [Наявність] в Калі Імунологічним методом --3й зразок","","Гемоглобін з нижніх відділів ШКТ Зразок 3 ІА Якісно (Кал)"
"56888-1","ВІЛ 1+2 Антитіла+ВІЛ1 p24","Наявність або Поріг","МоментЧасу","Сироватка/Плазма","Порядково","Імуноаналіз","Мікробіологія","ВІЛ 1+2 Ат+ВІЛ1 p24 Аг СирПл Якісн ІА","ВІЛ 1+2 Антитіла+ВІЛ1 p24 Антиген [Наявність] у Сироватці або Плазмі методом Імуноаналізу","","ВІЛ 1+2 Ат+ВІЛ1 p24 Аг ІА Якісно"
"26444-0","Базофіли","Чисельна Концентрація","МоментЧасу","Кров","Кількісно","","Гематологія/Підрахунок клітин","Базофіли # Крв","Базофіли [#/об'єм] в Крові","","Базофіли (Крв) [#/об'єм]"
"26449-9","Еозинофіли","Чисельна Концентрація","МоментЧасу","Кров","Кількісно","","Гематологія/Підрахунок клітин","Еозинофіли # Крв","Еозинофіли [кількість/об'єм] в Крові","","Еозинофіли (Крв) [#/об'єм]"
"26511-6","Нейтрофіли/100 лейкоцитів","Чисельна Фракція","МоментЧасу","Кров","Кількісно","","Гематологія/Підрахунок клітин","Нейтрофіли/лейк ЧисФракц Крв","Нейтрофіли/100 лейкоцитів в Крові","","Нейтрофіли/100 лейк (Крв)"
"26515-7","Тромбоцити","Чисельна Концентрація","МоментЧасу","Кров","Кількісно","","Гематологія/Підрахунок клітин","Тромбоцити # Крв","Тромбоцити [кількість/об'єм] в Крові","","Тромбоцити (Крв) [#/об'єм]"
"26523-1","Промієлоцити","Чисельна Концентрація","МоментЧасу","Кров","Кількісно","","Гематологія/Підрахунок клітин","Промієлоцити # Крв","Промієлоцити [кількість/об'єм] в Крові","","Промієлоцити (Крв) [#/об'єм]"
"27038-9","Ендомізій, Антитіла.IgA","Титр","МоментЧасу","Сироватка","Кількісно","Імунофлуоресценція","Серологія","Ендомізій IgA Титр Сиров ІФ","Ендомізій, Антитіла IgA [Титр] в сироватці методом Імунофлюоресценції","","Ендомізій IgA ІФ (Сиров) [Титр]"
"27200-5","Нуклеарні, Антитіла","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","","Серологія","АНА Сир-ДовКонц","Нуклеарні Антитіла [Одиниці/об'єм] в сироватці","","Нуклеарні Ат Кільк (Сир)"
"2748-2","pH","Log Концентрація речовини","МоментЧасу","Рідини Тіла","Кількісно","","Хімія","pH Рід","pH в рідинах тіла","","pH (РідТіл)"
"27819-2","Протеїн С фактичний/нормальний","Відносний Час","МоментЧасу","Бідна тромбоцитами плазма","Кількісно","Коагулометрія","Коагулометрія","Протеїн С Факт/Норма БТП","Протеїн С фактичний/нормальний в Бідній тромбоцитами плазмі Коагулометрія","","Протеїн С фактичний/нормальний Коаг (БТП) [Відносний Час]"
