"LOINC_NUM","LOINC_LONG_COMMON_NAME","IEEE_CF_CODE10","IEEE_REFID","EQUIVALENCE"
"76265-8","Carbon dioxide production (VCO2)/Body surface area in Respiratory system","152828","MDC_FLOW_CO2_PROD_RESP_PER_BSA","equivalent"
"76266-6","Carbon dioxide production (VCO2)/Ideal body weight in Respiratory system","152824","MDC_FLOW_CO2_PROD_RESP_PER_IBW","equivalent"
"76267-4","Oxygen consumption (VO2)/Ideal body weight [Volume Rate/Area]","152816","MDC_FLOW_O2_CONSUMP_PER_IBW","equivalent"
"76268-2","Pressure.ambient Room","152836","MDC_PRESS_AIR_AMBIENT","equivalent"
"76269-0","Respiratory quotient Respiratory system","151828","MDC_QUO_RESP","equivalent"
"76270-8","Respiratory rate by Impedance.transthoracic","151578","MDC_TTHOR_RESP_RATE","equivalent"
"76271-6","Bias flow Ventilator","152652","MDC_VENT_FLOW_BIAS","equivalent"
"76272-4","Bias flow setting Ventilator","16929868","MDC_VENT_FLOW_BIAS_SETTING","equivalent"
"76273-2","Continuous flow Ventilator","152656","MDC_VENT_FLOW_CONTINUOUS","equivalent"
"76274-0","Ventilation-perfusion index Respiratory system","151952","MDC_VENT_FLOW_RATIO_PERF_ALV_INDEX","equivalent"
"76275-7","Inspiratory flow setting Ventilator","16929164","MDC_VENT_FLOW_INSP_SETTING","equivalent"
"76276-5","Continuous flow setting Ventilator","16929872","MDC_VENT_FLOW_CONTINUOUS_SETTING","equivalent"
"76278-1","Bladder temperature via Foley","150348","MDC_TEMP_FOLEY","equivalent"
"76280-7","Intramucosal gastric pH","160320","MDC_CONC_PH_INTRAMUCOSAL","equivalent"
"76281-5","Type of arrhythmia on EKG","148496","MDC_ECG_ARRHY","equivalent"
"76282-3","Heart rate.beat-to-beat by EKG","147850","MDC_ECG_CARD_BEAT_RATE_BTB","equivalent"
"76283-1","Blood flow rate Pulmonary capillaries","150652","MDC_FLOW_BLD_PULM_CAP","equivalent"
"76284-9","Pulmonary artery Blood pressure","150044","MDC_PRESS_BLD_ART_PULM","equivalent"
"76285-6","Pulmonary capillary Blood pressure","150076","MDC_PRESS_BLD_PULM_CAP","equivalent"
"76286-4","Pulmonary capillary Diastolic blood pressure","150078","MDC_PRESS_BLD_PULM_CAP_DIA","equivalent"
"76287-2","Pulmonary capillary Mean blood pressure","150079","MDC_PRESS_BLD_PULM_CAP_MEAN","equivalent"
"76288-0","Pulmonary capillary Systolic blood pressure","150077","MDC_PRESS_BLD_PULM_CAP_SYS","equivalent"
"76296-3","Ventilator airway circuit leakage volume","152432","MDC_VENT_VOL_LEAK","equivalent"
"76297-1","Left ventricular Stroke volume index","150636","MDC_VOL_BLD_STROKE_INDEX","equivalent"
"76298-9","Gastric pressure","153244","MDC_PRESS_GASTRIC","equivalent"
"76298-9","Gastric pressure","188480","MDC_PRESS_GI","equivalent"
"76299-7","Time interval between start of doses Infusion pump","157998","MDC_TIME_PD_DOSE_START_INTERVAL","equivalent"
"76300-3","Doses.delivered [#] in Reporting period Infusion pump","157990","MDC_NUM_PATIENT_DOSES_GIVEN_TOTAL","equivalent"
"76301-1","Doses.requested [#] Reporting Period","157991","MDC_NUM_PATIENT_DOSES_ATTEMPTED_TOTAL","equivalent"
"76302-9","Infused volume.segment Procedure","157992","MDC_VOL_FLUID_DELIV_SEGMENT","equivalent"
"76303-7","Infused volume.single container","157864","MDC_VOL_FLUID_DELIV","equivalent"
"76304-5","Infused volume.total Reporting Period Infusion pump","157993","MDC_VOL_FLUID_DELIV_TOTAL","equivalent"
"76305-2","Infusion dose.programmed [Mass] Infusion pump","157999","MDC_DOSE_DRUG_TBI","equivalent"
"76306-0","Infusion dose.remaining [Mass] Infusion pump","158000","MDC_DOSE_DRUG_TBI_REMAIN","equivalent"
"76307-8","Infusion time.programmed Infusion pump","157996","MDC_TIME_PD_PROG","equivalent"
"76308-6","Infusion time.remaining Infusion pump","157916","MDC_TIME_PD_REMAIN","equivalent"
"76309-4","Infusion time.remaining Infusion pump Based on container volume","157997","MDC_TIME_PD_REMAIN_CONTAINER","equivalent"
"76310-2","Infusion volume.programmed Procedure Infusion pump","157884","MDC_VOL_FLUID_TBI","equivalent"
"76311-0","Infusion volume.remaining Infusion pump","157872","MDC_VOL_FLUID_TBI_REMAIN","equivalent"
"76312-8","PCA dose number.max 1 hour Infusion pump","157988","MDC_RATE_PCA_MAX_DOSES_PER_HOUR","equivalent"
"76314-4","PCA lockout time Infusion pump","157989","MDC_TIME_PCA_LOCKOUT","equivalent"
"76315-1","Syringe Volume.actual","157984","MDC_VOL_SYRINGE_ACTUAL","equivalent"
"76316-9","Infusion pump Volume.remaining","157995","MDC_VOL_REMAIN_CONTAINER","equivalent"
"76317-7","Infusion pump Volume.start","157994","MDC_VOL_FLUID_CONTAINER_START","equivalent"
"76318-5","Syringe Manufacturer name","184488","MDC_SYRINGE_MANUFACTURER","equivalent"
"76319-3","Infusion pump Pump status","184508","MDC_PUMP_STAT","equivalent"
"76320-1","Expiratory airway gas flow","151768","MDC_FLOW_AWAY_EXP","equivalent"
"76322-7","Systolic time ratio","150616","MDC_SYSTOLIC_TIME_RATIO","equivalent"
"76323-5","Aorta acceleration index","150612","MDC_ACCELERATION_INDEX","equivalent"
"76324-3","Infusion pump Alert type","68485","MDC_ATTR_ALERT_TYPE","equivalent"
"76325-0","Infusion pump Communication status","188772","MDC_COMM_STATUS","equivalent"
"76326-8","Infusion pump Alarm state","68482","MDC_ATTR_ALARM_STATE","equivalent"
"76327-6","Infusion pump Alarm trigger","68012","MDC_ATTR_AL_COND","equivalent"
"76328-4","Infusion pump Alert priority","68484","MDC_ATTR_ALARM_PRIORITY","equivalent"
"76329-2","Infusion pump Pump mode","184504","MDC_PUMP_MODE","equivalent"
"76330-0","Infusion pump Pump mode.current","184512","MDC_PUMP_MODE_CURRENT","equivalent"
"76331-8","Infusion pump Pump mode.set","184511","MDC_PUMP_MODE_SET","equivalent"
"76332-6","Infusion pump Reason pump stopped infusing","184513","MDC_PUMP_NOT_INFUSING_REASON","equivalent"
"76334-2","Inspiratory time setting Ventilator","16929632","MDC_VENT_TIME_PD_INSP_SETTING","equivalent"
"76476-1","Heart rate by Transthoracic impedance","149554","MDC_TTHOR_HEART_RATE","equivalent"
"76477-9","Heart rate by Noninvasive","149546","MDC_PULS_RATE_NON_INV","equivalent"
"76519-8","Left ventricular Cardiac output by Continuous","150492","MDC_OUTPUT_CARD_CTS","equivalent"
"76520-6","Transmission.infrared Arterial blood Pulse oximetry","150576","MDC_TRANSMISSION_INFRARED","equivalent"
"76521-4","Transmission.red Arterial blood Pulse oximetry","150572","MDC_TRANSMISSION_RED","equivalent"
"76522-2","Transmission Arterial blood Pulse oximetry","150568","MDC_TRANSMISSION","equivalent"
"76523-0","Plethysmogram Arterial blood Pulse oximetry","150452","MDC_PULS_OXIM_PLETH","equivalent"
"76525-5","Thoracic fluid conductivity [Fluid Conductance] Chest","150620","MDC_THORACIC_FLUID_CONTENT","equivalent"
"76526-3","Ventilation rate by Carbon dioxide measurement","151610","MDC_VENT_CO2_RESP_RATE","equivalent"
"76527-1","Left ventricular Work/Body surface area [Energy/Area] by Non-invasive impedance cardiography (NI-ICG)","150640","MDC_WK_LV_WORK_INDEX","equivalent"
"76528-9","Breath rate spontaneous","151666","MDC_RESP_SPONT_RATE","equivalent"
"76529-7","Pressure Respiratory system airway","151792","MDC_PRESS_AWAY","equivalent"
"76530-5","Mean pressure Respiratory system airway --on ventilator","151975","MDC_VENT_PRESS_AWAY_MEAN","equivalent"
"76531-3","Pressure.max Respiratory system airway --on ventilator","151973","MDC_VENT_PRESS_AWAY_MAX","equivalent"
"76532-1","Blood pressure device Cuff pressure","150300","MDC_PRESS_CUFF","equivalent"
"76533-9","Blood pressure by Noninvasive","150020","MDC_PRESS_BLD_NONINV","equivalent"
"76534-7","Systolic blood pressure by Noninvasive","150021","MDC_PRESS_BLD_NONINV_SYS","equivalent"
"76535-4","Diastolic blood pressure by Noninvasive","150022","MDC_PRESS_BLD_NONINV_DIA","equivalent"
"76536-2","Mean blood pressure by Noninvasive","150023","MDC_PRESS_BLD_NONINV_MEAN","equivalent"
"76537-0","Blood pressure device Cuff pressure.mean","150303","MDC_PRESS_CUFF_MEAN","equivalent"
"76538-8","Blood pressure device Cuff pressure.systolic","150301","MDC_PRESS_CUFF_SYS","equivalent"
"76539-6","Blood pressure device Cuff pressure.diastolic","150302","MDC_PRESS_CUFF_DIA","equivalent"
"8302-2","Body height","68060","MDC_ATTR_PT_HEIGHT","equivalent"
"8310-5","Body temperature","150344","MDC_TEMP","equivalent"
"8328-7","Axillary temperature","188452","MDC_TEMP_AXILLA","equivalent"
"8328-7","Axillary temperature","188496","MDC_TEMP_AXIL","equivalent"
"8329-5","Body temperature - Core","150368","MDC_TEMP_CORE","equivalent"
"8331-1","Oral temperature","188424","MDC_TEMP_ORAL","equivalent"
"8332-9","Rectal temperature","188420","MDC_TEMP_RECT","equivalent"
"8333-7","Tympanic membrane temperature","150392","MDC_TEMP_TYMP","equivalent"
"83366-5","Burst rate Cerebral cortex Electroencephalogram (EEG)","156242","MDC_EEG_PAROX_CRTX_BURST_RATE","equivalent"
"83367-3","Gas delivery system Fresh gas.air flow setting [Flow]","16930092","MDC_FLOW_AIR_FG_SETTING","equivalent"
"83368-1","Personal best peak expiratory gas flow Respiratory system airway","152585","MDC_FLOW_AWAY_EXP_FORCED_PEAK_PB","equivalent"
"83369-9","Gas delivery system Fresh gas.nitrous oxide flow setting [Flow]","16930308","MDC_FLOW_N2O_FG_SETTING","equivalent"
"83370-7","Gas delivery system Fresh gas.oxygen flow setting [Flow]","16930372","MDC_FLOW_O2_FG_SETTING","equivalent"
"83371-5","Cycles.remaining [#] Nebulizer","153360","MDC_NEB_CYCLES_REMAIN","equivalent"
"83372-3","Cycles setting [#] Nebulizer","16930568","MDC_NEB_CYCLES_SETTING","equivalent"
"83373-1","Mode setting Nebulizer","16961626","MDC_NEB_DEV_MODE_SETTING","equivalent"
"83374-9","Type of Nebulizer","184408","MDC_NEB_DEV_TYPE","equivalent"
"83375-6","Current nebulization cycle time.elapsed Nebulizer","153372","MDC_NEB_TIME_PD_ELAPSED_CURR_CYCLE","equivalent"
"83376-4","Current set of nebulization cycles time.elapsed Nebulizer","153376","MDC_NEB_TIME_PD_ELAPSED_TOTAL","equivalent"
"83377-2","Pause time setting Nebulizer","16930572","MDC_NEB_TIME_PD_PAUSE_SETTING","equivalent"
"83378-0","Run time setting Nebulizer","16930560","MDC_NEB_TIME_PD_PER_CYCLE_SETTING","equivalent"
"83379-8","Current nebulization cycle time.remaining Nebulizer","153364","MDC_NEB_TIME_PD_REMAIN_CURR_CYCLE","equivalent"
"83380-6","Current set of nebulization cycles time.remaining Nebulizer","153368","MDC_NEB_TIME_PD_REMAIN_TOTAL","equivalent"
"83381-4","Current nebulization cycle volume.given Nebulizer","153388","MDC_NEB_VOL_FLUID_DELIV_CURR_CYCLE","equivalent"
"83382-2","Current set of nebulization cycles volume.given Nebulizer","153392","MDC_NEB_VOL_FLUID_DELIV_TOTAL","equivalent"
"83383-0","Cycle volume setting Nebulizer","16930564","MDC_NEB_VOL_FLUID_PER_CYCLE_SETTING","equivalent"
"83384-8","Current nebulization cycle volume.remaining Nebulizer","153380","MDC_NEB_VOL_FLUID_REMAIN_CURR_CYCLE","equivalent"
"83385-5","Current set of nebulization cycles volume.remaining Nebulizer","153384","MDC_NEB_VOL_FLUID_REMAIN_TOTAL","equivalent"
"83386-3","Extrinsic PEEP Respiratory system","151804","MDC_PRESS_AWAY_END_EXP_POS","equivalent"
"83387-1","Extrinsic dynamic PEEP Respiratory system","152792","MDC_PRESS_AWAY_END_EXP_POS_EXTRINSIC_DYNAMIC","equivalent"
"83388-9","Total dynamic PEEP Respiratory system","152800","MDC_PRESS_AWAY_END_EXP_POS_TOTAL_DYNAMIC","equivalent"
"83389-7","Brachial artery Blood pressure","150680","MDC_PRESS_BLD_ART_BRACHIAL","equivalent"
"83390-5","Tube cuff pressure Intubation tube --at end expiration","153256","MDC_PRESS_ETT_CUFF_END_EXH","equivalent"
"8375-8","Left ventricular Intrachamber diastolic pressure","150102","MDC_PRESS_BLD_VENT_LEFT_DIA","equivalent"
"8377-4","Right ventricular Intrachamber diastolic pressure","150106","MDC_PRESS_BLD_VENT_RIGHT_DIA","equivalent"
"8385-7","Pulmonary artery Diastolic blood pressure","150046","MDC_PRESS_BLD_ART_PULM_DIA","equivalent"
"8399-8","Left atrial Intrachamber mean pressure","150067","MDC_PRESS_BLD_ATR_LEFT_MEAN","equivalent"
"8400-4","Right atrial Intrachamber mean pressure","150071","MDC_PRESS_BLD_ATR_RIGHT_MEAN","equivalent"
"8404-6","Left ventricular Intrachamber mean pressure","150103","MDC_PRESS_BLD_VENT_LEFT_MEAN","equivalent"
"8406-1","Right ventricular Intrachamber mean pressure","150107","MDC_PRESS_BLD_VENT_RIGHT_MEAN","equivalent"
"8414-5","Pulmonary artery Mean blood pressure","150047","MDC_PRESS_BLD_ART_PULM_MEAN","equivalent"
"8430-1","Left ventricular Intrachamber systolic pressure","150101","MDC_PRESS_BLD_VENT_LEFT_SYS","equivalent"
"8432-7","Right ventricular Intrachamber systolic pressure","150105","MDC_PRESS_BLD_VENT_RIGHT_SYS","equivalent"
"8440-0","Pulmonary artery Systolic blood pressure","150045","MDC_PRESS_BLD_ART_PULM_SYS","equivalent"
"8498-8","Femoral artery Diastolic blood pressure","150650","MDC_PRESS_BLD_ART_FEMORAL_DIA","equivalent"
"8501-9","Umbilical artery Diastolic blood pressure","150058","MDC_PRESS_BLD_ART_UMB_DIA","equivalent"
"8504-3","Femoral artery Mean blood pressure","150651","MDC_PRESS_BLD_ART_FEMORAL_MEAN","equivalent"
"8507-6","Umbilical artery Mean blood pressure","150059","MDC_PRESS_BLD_ART_UMB_MEAN","equivalent"
"8510-0","Femoral artery Systolic blood pressure","150649","MDC_PRESS_BLD_ART_FEMORAL_SYS","equivalent"
"8513-4","Umbilical artery Systolic blood pressure","150057","MDC_PRESS_BLD_ART_UMB_SYS","equivalent"
"8591-0","Central venous pressure (CVP) Mean","150087","MDC_PRESS_BLD_VEN_CENT_MEAN","equivalent"
"8616-5","Premature ventricular contractions","148066","MDC_ECG_V_P_C_RATE","equivalent"
"8634-8","Q-T interval","147232","MDC_ECG_TIME_PD_QT_GL","equivalent"
"8636-3","Q-T interval corrected","147236","MDC_ECG_TIME_PD_QTc","equivalent"
"8637-1","R-R interval by EKG","147240","MDC_ECG_TIME_PD_RR_GL","equivalent"
"86904-0","Carboxyhemoglobin/Hemoglobin.total in Arterial blood by Pulse oximetry","160284","MDC_PULS_OXIM_HB_CO_ART","equivalent"
"8736-1","Left ventricular Cardiac output by Fick method","150660","MDC_OUTPUT_CARDIAC_FICK","equivalent"
"8741-1","Left ventricular Cardiac output","150276","MDC_OUTPUT_CARD","equivalent"
"8828-6","Pulmonary vascular Resistance","150308","MDC_RES_VASC_PULM","equivalent"
"8831-0","Systemic vascular Resistance","150312","MDC_RES_VASC_SYS","equivalent"
"8834-4","Pulmonary vascular Resistance index","152852","MDC_RES_VASC_PULM_INDEX","equivalent"
"8837-7","Systemic vascular Resistance index","149760","MDC_RES_VASC_SYS_INDEX","equivalent"
"8861-7","Left ventriclar Stroke work","150428","MDC_WK_LV_STROKE","equivalent"
"8863-3","Left ventricular stroke work index","149764","MDC_WK_LV_STROKE_INDEX","equivalent"
"8864-1","Right ventricular Stroke work index","150644","MDC_WK_RV_STROKE_INDEX","equivalent"
"8889-8","Heart rate by Pulse oximetry","149530","MDC_PULS_OXIM_PULS_RATE","equivalent"
"8893-0","Heart rate Peripheral artery by palpation","149562","MDC_PALPATION_HEART_RATE","equivalent"
"8897-1","QRS complex Ventricles by EKG","147842","MDC_ECG_HEART_RATE","equivalent"
"9267-6","Glasgow coma score eye opening","153730","MDC_SCORE_EYE_SUBSC_GLAS_COMA","equivalent"
"9268-4","Glasgow coma score motor","153731","MDC_SCORE_MOTOR_SUBSC_GLAS_COMA","equivalent"
"9269-2","Glasgow coma score total","153728","MDC_SCORE_GLAS_COMA","equivalent"
"9270-0","Glasgow coma score verbal","153732","MDC_SCORE_SUBSC_VERBAL_GLAS_COMA","equivalent"
"9279-1","Respiratory rate","151562","MDC_RESP_RATE","equivalent"
"9843-4","Head Occipital-frontal circumference","153856","MDC_CIRCUM_HEAD","equivalent"
